job_position,technology_skills,knowledge,skills
,,,Learning Strategies
,,,Management of Material Resources
,,,Social Perceptiveness
Materials Engineers,Analytical or scientific software ,Engineering and Technology,Critical Thinking
, Fault detection isolation and recovery FDIR software,Chemistry,Reading Comprehension
, Image analysis systems,Mathematics,Active Listening
, Minitab  ,Physics,Writing
, The MathWorks MATLAB  (see all 7 examples)Computer aided design CAD software   ,Production and Processing,Complex Problem Solving
, Autodesk AutoCAD  ,English Language,Science
, Dassault Systemes CATIA  ,Computers and Electronics,Speaking
, Dassault Systemes SOLIDWORKS  ,Mechanical,Mathematics
, PTC Creo Parametric Computer aided manufacturing CAM software ,Design,Active Learning
, Fused deposition modeling FDM rapid prototyping systems,,Judgment and Decision Making
, Stereolithography SLA rapid prototyping systems Data base user interface and query software ,,Monitoring
, Data entry software  ,,Operations Analysis
, Microsoft Access  ,,Systems Analysis
, MTS Testworks,,Coordination
, QMC CM4D  (see all 5 examples)Development environment software ,,Instructing
, Formula translation/translator FORTRAN,,Learning Strategies
, Microsoft Visual Basic  ,,Management of Personnel Resources
, National Instruments LabVIEW Electronic mail software ,,Quality Control Analysis
, IBM Notes  ,,Systems Evaluation
, Microsoft Outlook Enterprise resource planning ERP software   ,,Time Management
, SAP Graphics or photo imaging software ,,
, Graphics software,,
, Microsoft Visio Internet browser software ,,
, Web browser software Object or component oriented development software ,,
, C++  ,,
, Microsoft Visual Basic.NET,,
, Python Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft SharePoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Mechanical Engineers,Analytical or scientific software ,Engineering and Technology,Active Listening
, MAYA Nastran,Mathematics,Critical Thinking
, Minitab  ,Design,Mathematics
, Sigmetrix CETOL 6 Sigma,Mechanical,Reading Comprehension
, The MathWorks MATLAB  (see all 24 examples)Computer aided design CAD software   ,Physics,Science
, Autodesk Revit  ,English Language,Complex Problem Solving
, Bentley MicroStation  ,Computers and Electronics,Judgment and Decision Making
, Dassault Systemes CATIA  ,Production and Processing,Operations Analysis
, Mathsoft Mathcad  (see all 19 examples)Computer aided manufacturing CAM software ,Customer and Personal Service,Active Learning
, 1CadCam Unigraphics,Chemistry,Systems Evaluation
, Rapid prototyping software Configuration management software ,Administration and Management,Quality Control Analysis
, Chef  ,Education and Training,Systems Analysis
, Perforce Helix software  ,Clerical,Technology Design
, Puppet Data base management system software ,,Writing
, Teradata Database Data base user interface and query software ,,Monitoring
, Microsoft Access Development environment software ,,Speaking
, C  ,,Time Management
, Microsoft Visual Basic  ,,Coordination
, National Instruments LabVIEW  ,,Operation Monitoring
, Rockwell Automation  (see all 9 examples)Electronic mail software ,,Persuasion
, IBM Notes Enterprise resource planning ERP software   ,,Service Orientation
, Oracle JD Edwards EnterpriseOne  ,,Troubleshooting
, SAP Financial analysis software ,,
, Cost estimation software Graphics or photo imaging software ,,
, Adobe Systems Adobe Fireworks,,
, Adobe Systems Adobe Illustrator  ,,
, Microsoft Visio  ,,
, Trimble SketchUp Pro Industrial control software ,,
, Computer numerical control CNC software,,
, Human machine interface HMI software,,
, Supervisory control and data acquisition SCADA software Map creation software ,,
, ESRI ArcGIS software Materials requirements planning logistics and supply chain software ,,
, Bill of materials software Object or component oriented development software ,,
, C++  ,,
, G-code,,
, Python Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft Project  ,,
, Microsoft SharePoint  ,,
, Oracle Primavera Enterprise Project Portfolio Management Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Mechatronics Engineers,Analytical or scientific software ,Engineering and Technology,Judgment and Decision Making
, Dassault Systemes Dymola,Design,Active Listening
, MSC Software Adams,Mechanical,Complex Problem Solving
, The MathWorks MATLAB  ,Computers and Electronics,Critical Thinking
, Vector CANalyzer  (see all 9 examples)Computer aided design CAD software   ,Mathematics,Reading Comprehension
, Autodesk AutoCAD  ,Production and Processing,Speaking
, Computer assisted software engineering CASE software,Physics,Writing
, Dassault Systemes CATIA  ,English Language,Active Learning
, PTC Creo Parametric  (see all 6 examples)Computer aided manufacturing CAM software ,,Mathematics
, Rapid prototyping software Data base user interface and query software ,,Systems Evaluation
, Structured query language SQL Development environment software ,,Monitoring
, Microsoft Visual Basic  ,,Systems Analysis
, National Instruments LabVIEW  ,,Time Management
, Vector CANoe,,Coordination
, Woodward MotoTron Control Solutions MotoHawk  (see all 9 examples)Document management software ,,Operation Monitoring
, dSPACE Filesystem software ,,Quality Control Analysis
, Disk file systems Graphics or photo imaging software ,,Instructing
, Microsoft Visio Industrial control software ,,Operations Analysis
, Wonderware InTouch HMI Object or component oriented development software ,,Persuasion
, C++  ,,Technology Design
, Modelica Office suite software ,,
, Microsoft Office Operating system software ,,
, Microsoft Windows Platform interconnectivity software ,,
, Keysight Intuilink Connectivity Software Presentation software ,,
, Microsoft PowerPoint Program testing software ,,
, Debuggers Project management software ,,
, Microsoft Project Requirements analysis and system architecture software ,,
, Unified modeling language UML Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Microsystems Engineers,Analytical or scientific software ,Computers and Electronics,Active Listening
, Simulation software,Engineering and Technology,Critical Thinking
, The MathWorks MATLAB  ,Mathematics,Reading Comprehension
, Very high speed integrated circuit VHSIC hardware description language VHDL simulation software,Physics,Complex Problem Solving
, WinSpice  (see all 42 examples)Computer aided design CAD software   ,Design,Systems Analysis
, Autodesk AutoCAD  ,English Language,Writing
, MEMSCAP MEMS Pro,Production and Processing,Judgment and Decision Making
, PTC Creo Parametric  ,Mechanical,Monitoring
, Xcircuit  (see all 9 examples)Data base user interface and query software ,Administration and Management,Science
, Microsoft Access Development environment software ,Chemistry,Speaking
, C  ,,Active Learning
, Microsoft Visual Basic  ,,Systems Evaluation
, National Instruments LabVIEW Graphics or photo imaging software ,,Time Management
, Adobe Systems Adobe Photoshop Industrial control software ,,Mathematics
, Statistical process control SPC software Internet browser software ,,Learning Strategies
, Web browser software Object or component oriented development software ,,Operation Monitoring
, C++  ,,Instructing
, Practical extraction and reporting language PERL  ,,Quality Control Analysis
, Python Office suite software ,,Coordination
, Microsoft Office Operating system software ,,Negotiation
, Apple macOS  ,,Operations Analysis
, Linux  ,,Service Orientation
, Microsoft Windows  ,,Social Perceptiveness
, UNIX Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
"Mining and Geological Engineers, Including Mining Safety Engineers",Analytical or scientific software ,Engineering and Technology,Complex Problem Solving
, GEO-SLOPE GeoStudio,Mathematics,Critical Thinking
, Maptek Vulcan,Design,Judgment and Decision Making
, Schlumberger PIPESIM,English Language,Reading Comprehension
, Ventsim  (see all 15 examples)Computer aided design CAD software   ,Production and Processing,Speaking
, Autodesk AutoCAD  ,Administration and Management,Writing
, Carlson SurvCADD,Clerical,Active Listening
, Promine Data base user interface and query software ,Physics,Mathematics
, GijimaAst Mining Solutions International Mine2-4D,Economics and Accounting,Monitoring
, Microsoft Access  ,Computers and Electronics,Systems Analysis
, Mincom MineScape,,Systems Evaluation
, Minemax iGantt Financial analysis software ,,Active Learning
, RungePincockMinarco XERAS Map creation software ,,Coordination
, Site mapping software Office suite software ,,Science
, Microsoft Office Presentation software ,,Time Management
, Microsoft PowerPoint Project management software ,,Instructing
, Microsoft Project  ,,Learning Strategies
, Oracle Primavera Systems Spreadsheet software ,,Operations Analysis
, Microsoft Excel Word processing software ,,Management of Material Resources
, Microsoft Word ,,Management of Personnel Resources
,,,Operation Monitoring
Nanosystems Engineers,Analytical or scientific software ,Engineering and Technology,Critical Thinking
, Dassasult Systemes Abaqus,Physics,Speaking
, General Atomic and Molecular Electronic Structure System GAMESS,Mathematics,Reading Comprehension
, MAYA Nastran,Chemistry,Science
, UTQUANT  (see all 17 examples)Computer aided design CAD software   ,Computers and Electronics,Writing
, Autodesk AutoCAD  ,English Language,Active Learning
, Dassault Systemes CATIA  ,Production and Processing,Complex Problem Solving
, LinkCAD,Design,Mathematics
, PTC Creo Parametric  (see all 9 examples)Computer aided manufacturing CAM software ,Biology,Active Listening
, Rapid prototyping software Development environment software ,Education and Training,Judgment and Decision Making
, National Instruments LabVIEW Enterprise resource planning ERP software   ,Mechanical,Monitoring
, SAP Graphics or photo imaging software ,,Systems Analysis
, Adobe Systems Adobe FreeHand Office suite software ,,Operations Analysis
, Microsoft Office Operating system software ,,Social Perceptiveness
, Linux Presentation software ,,Systems Evaluation
, Microsoft PowerPoint Spreadsheet software ,,Time Management
, Microsoft Excel Word processing software ,,Coordination
, Microsoft Word ,,Learning Strategies
,,,Management of Personnel Resources
Nuclear Engineers,Analytical or scientific software ,Engineering and Technology,Science
, Mathematical simulation software,Mathematics,Active Listening
, Reactor excursion and release analysis program RELAP,Physics,Complex Problem Solving
, SAS  ,Design,Critical Thinking
, The MathWorks MATLAB  (see all 18 examples)Computer aided design CAD software   ,Chemistry,Monitoring
, Mathsoft Mathcad Customer relationship management CRM software ,English Language,Reading Comprehension
, Salesforce software Data base user interface and query software ,Computers and Electronics,Judgment and Decision Making
, Data entry software  ,Public Safety and Security,Mathematics
, Microsoft Access  ,Mechanical,Operations Analysis
, Relational database software Desktop publishing softwareDevelopment environment software ,,Speaking
, Formula translation/translator FORTRAN,,Systems Analysis
, INCORE code,,Writing
, Software development tools,,Operation Monitoring
, TOTE code  (see all 5 examples)Enterprise resource planning ERP software   ,,Systems Evaluation
, SAP software Graphics or photo imaging software ,,Active Learning
, Graphics software Object or component oriented development software ,,Coordination
, C++  ,,Time Management
, Oracle Java  ,,Quality Control Analysis
, Python Office suite software ,,Instructing
, Microsoft Office Operating system software ,,Learning Strategies
, Linux  ,,Persuasion
, UNIX Presentation software ,,Social Perceptiveness
, Microsoft PowerPoint Spreadsheet software ,,Troubleshooting
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Petroleum Engineers,Analytical or scientific software ,Engineering and Technology,Reading Comprehension
, IHS PETRA,Mathematics,Active Listening
, Schlumberger Petrel,Physics,Speaking
, TRC Consultants PHDWin,Computers and Electronics,Complex Problem Solving
, Well Flow Dynamics Wellflow  (see all 10 examples)Computer aided design CAD software   ,Administration and Management,Critical Thinking
, Autodesk AutoCAD Data base user interface and query software ,Economics and Accounting,Writing
, Landmark Graphics TOW/cs,Chemistry,Monitoring
, Microsoft Access Electronic mail software ,English Language,Coordination
, IBM Notes  ,,Judgment and Decision Making
, Microsoft Outlook Enterprise resource planning ERP software   ,,Systems Analysis
, SAP Financial analysis software ,,Time Management
, DFA Capital Management GEMS,,Active Learning
, GeoGraphix ARIES Portfolio,,Social Perceptiveness
, IHS QUE$TOR Graphics or photo imaging software ,,Systems Evaluation
, Microsoft Visio Internet browser software ,,Management of Personnel Resources
, Web browser software Office suite software ,,Science
, Microsoft Office Presentation software ,,Instructing
, Microsoft PowerPoint Project management software ,,Mathematics
, Microsoft Project  ,,Negotiation
, Oracle Primavera Systems Spreadsheet software ,,Operation Monitoring
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Photonics Engineers,Analytical or scientific software ,Engineering and Technology,Critical Thinking
, Adept Scientific GRAMS,Mathematics,Reading Comprehension
, Mathsoft Mathcad,Physics,Writing
, The MathWorks MATLAB  ,Computers and Electronics,Active Listening
, Wolfram Research Mathematica  (see all 9 examples)Computer aided design CAD software   ,Design,Active Learning
, Autodesk AutoCAD  ,English Language,Mathematics
, Dassault Systemes CATIA  ,Mechanical,Speaking
, Optiwave OptiFDTD,,Science
, Photon Design FIMMWAVE  (see all 9 examples)Development environment software ,,Complex Problem Solving
, C  ,,Judgment and Decision Making
, Microsoft .NET Framework  ,,Operations Analysis
, Microsoft Visual Basic  ,,Technology Design
, National Instruments LabVIEW Electronic mail software ,,Systems Analysis
, Microsoft Outlook Graphics or photo imaging software ,,Systems Evaluation
, Microsoft Visio Object or component oriented development software ,,Coordination
, C#  ,,Instructing
, C++  ,,Learning Strategies
, Python Office suite software ,,Monitoring
, Microsoft Office Presentation software ,,Quality Control Analysis
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Product Safety Engineers,Analytical or scientific software ,Engineering and Technology,Critical Thinking
, Design Safety Engineering Designsafe,English Language,Reading Comprehension
, Functional hazard analysis software,Design,Active Listening
, Isograph FaultTree,Law and Government,Speaking
, ReliaSoft XFMEA  (see all 12 examples)Compliance software ,Administration and Management,Writing
, Product safety documentation software Computer aided design CAD software   ,Customer and Personal Service,Judgment and Decision Making
, Autodesk AutoCAD  ,Mechanical,Active Learning
, Mathsoft Mathcad Customer relationship management CRM softwareData base user interface and query software ,Mathematics,Operations Analysis
, Microsoft Access  ,Production and Processing,Science
, Reliability information software Development environment software ,Chemistry,Complex Problem Solving
, Eclipse IDE  ,Public Safety and Security,Quality Control Analysis
, Microsoft Visual Basic  ,Physics,Systems Evaluation
, National Instruments LabVIEW Enterprise resource planning ERP software   ,Education and Training,Learning Strategies
, SAP Object or component oriented development software ,Computers and Electronics,Monitoring
, C++ Office suite software ,,Systems Analysis
, Microsoft Office Operating system software ,,Coordination
, Linux Presentation software ,,Time Management
, Microsoft PowerPoint Project management software ,,
, Microsoft Project Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Radio Frequency Identification Device Specialists,Administration software ,Computers and Electronics,Critical Thinking
, Dynamic host configuration protocol DHCP,Engineering and Technology,Active Listening
, Simple network management protocol SNMP software Analytical or scientific software ,English Language,Speaking
, The MathWorks MATLAB Computer aided design CAD software   ,Design,Reading Comprehension
, Dassault Systemes SolidWorks Data base management system software ,Customer and Personal Service,Complex Problem Solving
, Microsoft SQL Server Compact Data base user interface and query software ,Education and Training,Judgment and Decision Making
, Microsoft SQL Server  ,Mathematics,Systems Analysis
, Structured query language SQL Development environment software ,Administration and Management,Writing
, C  ,Telecommunications,Active Learning
, National Instruments LabVIEW  ,Production and Processing,Coordination
, Ruby  ,Sales and Marketing,Monitoring
, Verilog  (see all 5 examples)Device drivers or system software ,,Instructing
, Device driver software Electronic mail software ,,Social Perceptiveness
, IBM Notes Enterprise application integration software ,,Time Management
, Extensible markup language XML Enterprise resource planning ERP software   ,,
, SAP Graphics or photo imaging software ,,
, Microsoft Visio Internet browser software ,,
, Web browser software Map creation software ,,
, ESRI ArcGIS software Object or component oriented development software ,,
, C++  ,,
, Microsoft Visual C#,,
, Oracle Java  ,,
, Python  (see all 7 examples)Office suite software ,,
, Microsoft Office Operating system software ,,
, Cygwin,,
, Linux  ,,
, Microsoft Windows Mobile,,
, UNIX Presentation software ,,
, Microsoft PowerPoint Program testing software ,,
, Framework for integrated test FIT,,
, JUnit  ,,
, Robot Framework,,
, SeleniumHQ  (see all 9 examples)Project management software ,,
, Microsoft Project Requirements analysis and system architecture software ,,
, Unified modeling language UML WAN switching software and firmware ,,
, Wide area network WAN software ,,
Robotics Engineers,Analytical or scientific software ,Engineering and Technology,Critical Thinking
, Computer-aided engineering CAE software,Design,Active Listening
, Finite element analysis FEA software,Computers and Electronics,Complex Problem Solving
, Gazebo,Mathematics,Judgment and Decision Making
, The MathWorks MATLAB  (see all 9 examples)Application server software ,Mechanical,Monitoring
, Player Compiler and decompiler software ,English Language,Reading Comprehension
, Compilers Computer aided design CAD software   ,Physics,Systems Analysis
, Autodesk AutoCAD  ,Production and Processing,Active Learning
, Dassault Systemes SolidWorks  ,Education and Training,Mathematics
, Robotics Academy ROBOTC,,Writing
, UsyCams  (see all 5 examples)Content workflow software ,,Operation Monitoring
, Atlassian JIRA Data base user interface and query software ,,Quality Control Analysis
, Oracle software,,Time Management
, Structured query language SQL Development environment software ,,Troubleshooting
, Haskell,,Coordination
, List processing language LISP,,Equipment Maintenance
, Microsoft Visual Basic  ,,Learning Strategies
, National Instruments LabVIEW  (see all 8 examples)Electronic mail software ,,Systems Evaluation
, Microsoft Outlook File versioning software ,,Technology Design
, Concurrent Versions Systems,,Operations Analysis
, Git  ,,Speaking
, Version control software Graphical user interface development software ,,Equipment Selection
, Graphical user interface GUI builder software Graphics or photo imaging software ,,Management of Personnel Resources
, Microsoft Visio Industrial control software ,,Programming
, Rockwell RSLogix,,Science
, Supervisory control and data acquisition SCADA software Object or component oriented development software ,,Instructing
, C++  ,,Persuasion
, Microsoft Visual C#,,Social Perceptiveness
, Oracle Java  ,,
, Python  (see all 5 examples)Office suite software ,,
, Microsoft Office Operating system software ,,
, Linux  ,,
, Silicon Graphics IRIX,,
, UNIX  ,,
, Wind River Systems VxWorks  (see all 6 examples)Presentation software ,,
, Microsoft PowerPoint Program testing software ,,
, Debuggers,,
, Profilers Project management software ,,
, Microsoft Project Spreadsheet software ,,
, Microsoft Excel Video creation and editing software ,,
, Video digitizers Web platform development software ,,
, JavaScript Word processing software ,,
, Microsoft Word ,,
Solar Energy Systems Engineers,Analytical or scientific software ,Engineering and Technology,Reading Comprehension
, Simulation software,Design,Active Listening
, SOLAR-2,Mathematics,Critical Thinking
, SolTrace,Building and Construction,Judgment and Decision Making
, The MathWorks MATLAB  (see all 18 examples)Computer aided design CAD software   ,Physics,Writing
, Autodesk AutoCAD  ,Computers and Electronics,Complex Problem Solving
, Autodesk AutoCAD LT,English Language,Speaking
, Dassault Systemes SolidWorks  ,Mechanical,Active Learning
, TurboCAD IMSI Data base user interface and query software ,Customer and Personal Service,Mathematics
, Microsoft Access Development environment software ,,Monitoring
, National Instruments LabVIEW Electronic mail software ,,Science
, Microsoft Outlook Mobile location based services software ,,Coordination
, Global positioning system GPS software Office suite software ,,Instructing
, Microsoft Office Presentation software ,,Time Management
, Microsoft PowerPoint Project management software ,,
, Microsoft Project Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Validation Engineers,Analytical or scientific software ,Engineering and Technology,Reading Comprehension
, Cadence Incisive Enterprise Specman Elite Testbench,Production and Processing,Critical Thinking
, Minitab  ,English Language,Speaking
, QUALCOMM eXtensible Diagnostic Monitor QxDM,Customer and Personal Service,Writing
, The MathWorks MATLAB  (see all 12 examples)Compliance software ,Mathematics,Active Listening
, Sparta Systems TrackWise Computer aided design CAD software   ,Design,Monitoring
, Dassault Systemes CATIA  ,Mechanical,Complex Problem Solving
, Dassault Systemes SOLIDWORKS  ,Education and Training,Science
, PTC Creo Parametric Configuration management software ,Administration and Management,Active Learning
, Chef  ,Computers and Electronics,Judgment and Decision Making
, Perforce Helix software  ,,Mathematics
, Puppet Data base management system software ,,Operation Monitoring
, Apache Cassandra  ,,Social Perceptiveness
, Elasticsearch  ,,Systems Analysis
, MySQL  ,,Systems Evaluation
, NoSQL  (see all 6 examples)Data base user interface and query software ,,Coordination
, Microsoft Access  ,,Learning Strategies
, Structure query language SQL Development environment software ,,Operations Analysis
, Apache Kafka  ,,Quality Control Analysis
, C  ,,Time Management
, National Instruments LabVIEW  ,,
, Verilog  (see all 10 examples)Document management software ,,
, EMC Documentum Electronic mail software ,,
, Email software,,
, IBM Notes  ,,
, Microsoft Outlook Enterprise application integration software ,,
, Atlassian Bamboo  ,,
, Extensible markup language XML Enterprise system management software ,,
, Splunk Enterprise Expert system software ,,
, Ansible software File versioning software ,,
, Apache Subversion,,
, Git Graphics or photo imaging software ,,
, Microsoft Visio Industrial control software ,,
, GE Intelligent Platforms Proficy HMI/SCADA iFIX Network monitoring software ,,
, Nagios Object or component oriented development software ,,
, Apache Groovy  ,,
, C++  ,,
, Oracle Java  ,,
, Python  (see all 6 examples)Object oriented data base management software ,,
, PostgreSQL Office suite software ,,
, Microsoft Office Operating system software ,,
, Bash  ,,
, Linux  ,,
, Shell script  ,,
, UNIX  (see all 7 examples)Portal server software ,,
, Apache HTTP Server Presentation software ,,
, Microsoft PowerPoint Program testing software ,,
, Hewlett Packard LoadRunner  ,,
, Hewlett Packard QuickTest Professional,,
, Selenium  ,,
, Windows kernel debuggers  (see all 5 examples)Project management software ,,
, Microsoft Project Spreadsheet software ,,
, Microsoft Excel Web platform development software ,,
, JavaScript  ,,
, Node.js  ,,
, Ruby on Rails Word processing software ,,
, Microsoft Word ,,
Wind Energy Engineers,Analytical or scientific software ,Engineering and Technology,Critical Thinking
, ANSYS,Mathematics,Reading Comprehension
, SKM Systems Analysis Power Tools,Design,Judgment and Decision Making
, The MathWorks MATLAB  ,Physics,Mathematics
, WindSim  (see all 17 examples)Computer aided design CAD software   ,English Language,Active Listening
, Autodesk AutoCAD  ,Computers and Electronics,Complex Problem Solving
, Bentley Microstation  ,Administration and Management,Speaking
, Dassault Systemes SOLIDWORKS  ,Customer and Personal Service,Systems Analysis
, PTC Creo Parametric Data base user interface and query software ,Building and Construction,Writing
, Microsoft Access  ,Mechanical,Operations Analysis
, Structured query language SQL Development environment software ,Law and Government,Science
, Formula translation/translator FORTRAN,Public Safety and Security,Systems Evaluation
, Microsoft Visual Basic Electronic mail software ,,Monitoring
, Microsoft Outlook Industrial control software ,,Social Perceptiveness
, Supervisory control and data acquisition SCADA software Internet browser software ,,Active Learning
, Web browser software Map creation software ,,Coordination
, ESRI ArcGIS software  ,,Persuasion
, Geographic information system GIS software  ,,
, Global Mapper Software Global Mapper,,
, Google Earth Pro  (see all 5 examples)Object or component oriented development software ,,
, C++  ,,
, Microsoft Visual Basic.NET,,
, Microsoft Visual C# .NET Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft Project  ,,
, Oracle Primavera Systems Spreadsheet software ,,
, Microsoft Excel Video conferencing software ,,
, Web conferencing software Word processing software ,,
, Microsoft Word ,,
Anthropologists,Analytical or scientific software ,Sociology and Anthropology,Reading Comprehension
, SAS  ,English Language,Writing
, Systat,History and Archeology,Active Learning
, The MathWorks MATLAB  ,Education and Training,Active Listening
, The University of Tennessee FORDISC  (see all 13 examples)Computer aided design CAD software   ,Foreign Language,Critical Thinking
, Autodesk AutoCAD Data base user interface and query software ,Geography,Science
, Genealogy software,Biology,Speaking
, Microsoft Access Desktop publishing software ,Computers and Electronics,Complex Problem Solving
, Adobe Systems Adobe PageMaker Electronic mail software ,Psychology,Judgment and Decision Making
, Microsoft Outlook Graphics or photo imaging software ,Communications and Media,Social Perceptiveness
, Adobe Systems Adobe Illustrator  ,Philosophy and Theology,Learning Strategies
, Adobe Systems Adobe Photoshop  ,Mathematics,Instructing
, GE Healthcare ImageQuant TL,,Systems Analysis
, Image enhancement software Internet browser software ,,Monitoring
, Microsoft Internet Explorer,,Coordination
, Web browser software Map creation software ,,Systems Evaluation
, ESRI ArcGIS software  ,,Time Management
, Golden Software Surfer,,
, Leica Geosystems ERDAS IMAGINE Spreadsheet software ,,
, Microsoft Excel Video creation and editing software ,,
, Apple Final Cut Express,,
, Apple iMovie,,
, Microsoft Windows Movie Maker,,
, Sony Creative Software Vegas Movie Studio Voice recognition software ,,
, Voice activated software Web page creation and editing software ,,
, Adobe Systems Adobe Dreamweaver  ,,
, Microsoft FrontPage Word processing software ,,
, Microsoft Word ,,
Archeologists,Analytical or scientific software ,History and Archeology,Writing
, IBM SPSS Statistics Computer aided design CAD software   ,Sociology and Anthropology,Active Listening
, Autodesk AutoCAD Data base user interface and query software ,English Language,Reading Comprehension
, Archeological Sites Management Information System ASMIS,Geography,Speaking
, Automated National Catalog System ANCS,Foreign Language,Critical Thinking
, Microsoft Access Document management software ,Computers and Electronics,Active Learning
, Adobe Systems Adobe Acrobat Electronic mail software ,Education and Training,Complex Problem Solving
, Microsoft Outlook Graphics or photo imaging software ,Administration and Management,Coordination
, Adobe Systems Adobe Photoshop  ,Mathematics,Science
, Graphics software Internet browser software ,,Judgment and Decision Making
, Web browser software Map creation software ,,Instructing
, ESRI ArcView,,Learning Strategies
, Golden Software Surfer,,Management of Personnel Resources
, Leica Geosystems ERDAS IMAGINE,,Mathematics
, Trimble Pathfinder Office  (see all 6 examples)Office suite software ,,Monitoring
, Microsoft Office Presentation software ,,Social Perceptiveness
, Microsoft PowerPoint Spreadsheet software ,,Systems Analysis
, Microsoft Excel Word processing software ,,Systems Evaluation
, Microsoft Word ,,Time Management
,,,Persuasion
Astronomers,Analytical or scientific software ,Physics,Science
, SAS  ,Mathematics,Active Learning
, Software Bisque CCDSoft,Computers and Electronics,Critical Thinking
, Starcal,English Language,Reading Comprehension
, Visual Numerics PV-WAVE  (see all 14 examples)Data base user interface and query software ,Education and Training,Mathematics
, Spectroscopy databases Development environment software ,Engineering and Technology,Writing
, Abstraction plus reference plus synthesis A++,Chemistry,Active Listening
, Formula translation/translator FORTRAN,,Speaking
, Interface definition language IDL,,Judgment and Decision Making
, National Instruments LabVIEW Graphics or photo imaging software ,,Complex Problem Solving
, Avis Fits Viewer,,Learning Strategies
, IRIS Internet browser software ,,Monitoring
, Web browser software Object or component oriented development software ,,Coordination
, C++  ,,Instructing
, Python Office suite software ,,Service Orientation
, Microsoft Office Operating system software ,,Social Perceptiveness
, Linux Spreadsheet software ,,Time Management
, Microsoft Excel Word processing software ,,Systems Analysis
, Microsoft Word ,,
Atmospheric and Space Scientists,Analytical or scientific software ,Physics,Reading Comprehension
, IBM SPSS Statistics  ,Mathematics,Science
, PC Weather Products HURRTRAK,Geography,Active Listening
, Systat Software SigmaStat,Computers and Electronics,Critical Thinking
, WSI TrueView Professional  (see all 33 examples)Data base user interface and query software ,English Language,Speaking
, Microsoft Access Desktop publishing software ,Communications and Media,Active Learning
, QuarkXPress Development environment software ,Customer and Personal Service,Complex Problem Solving
, Formula translation/translator FORTRAN Electronic mail software ,Education and Training,Judgment and Decision Making
, Microsoft Outlook Graphics or photo imaging software ,Public Safety and Security,Writing
, AccuWeather Galileo,,Instructing
, Adobe Systems Adobe Photoshop  ,,Monitoring
, Advanced Visual Systems AVS/Express,,Systems Analysis
, Microsoft Paint  (see all 5 examples)Map creation software ,,Learning Strategies
, ESRI ArcInfo,,Social Perceptiveness
, ESRI ArcView,,Time Management
, ITT Visual Information Solutions ENVI Object or component oriented development software ,,Service Orientation
, C++  ,,Coordination
, Practical extraction and reporting language Perl  ,,Persuasion
, Python  ,,Systems Evaluation
, R Operating system software ,,
, Cisco IOS,,
, Linux Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Biochemists and Biophysicists,Analytical or scientific software ,Chemistry,Science
, Accelrys QAUNTA,Biology,Critical Thinking
, Fujitsu BioMedCache,Physics,Reading Comprehension
, Wavefunction Titan,English Language,Active Learning
, Yet another scientific artificial reality application YASARA software  (see all 40 examples)Computer aided design CAD software   ,Mathematics,Active Listening
, Accelrys Insight II,Computers and Electronics,Speaking
, ChemInnovation Software Chem 4-D Data base user interface and query software ,Education and Training,Writing
, Sequence database software Data mining software ,Engineering and Technology,Complex Problem Solving
, Golden Helix ChemTree,,Judgment and Decision Making
, Golden Helix HelixTree Electronic mail software ,,Mathematics
, Email software Enterprise application integration software ,,Monitoring
, Extensible markup language XML Enterprise resource planning ERP software   ,,Learning Strategies
, SAP Graphics or photo imaging software ,,Instructing
, Adobe Systems Adobe Photoshop  ,,Systems Analysis
, Microsoft Visio  ,,Operations Analysis
, Molecular Devices Corporation MetaFluor,,Systems Evaluation
, Molecular Simulations WebLab ViewerPro  (see all 12 examples)Information retrieval or search software ,,Management of Personnel Resources
, Molecular Networks GmbH Biochemical Pathways Internet browser softwareInventory management software ,,Time Management
, ItemTracker Object or component oriented development software ,,Coordination
, Practical extraction and reporting language Perl  ,,Quality Control Analysis
, Python Office suite software ,,Social Perceptiveness
, Microsoft Office Operating system software ,,
, Linux Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Bioinformatics Scientists,Analytical or scientific software ,Biology,Critical Thinking
