job_position,technology_skills,knowledge,skills
, Web browser software Medical software ,,Systems Analysis
, Computer Service & Support CLS-2000 Laboratory System,,Coordination
, Orchard Software Orchard Harvest LIS Office suite software ,,Instructing
, Microsoft Office Operating system software ,,Management of Personnel Resources
, Microsoft Windows Presentation software ,,Systems Evaluation
, Microsoft PowerPoint Spreadsheet software ,,Time Management
, Microsoft Excel Word processing software ,,Mathematics
, Microsoft Word ,,Operations Analysis
,,,Service Orientation
,,,Social Perceptiveness
Molecular and Cellular Biologists,Analytical or scientific software ,,Science
, Minitab  ,,Reading Comprehension
, NetPrimer,,Critical Thinking
, RasMol,,Writing
, Textco BioSoftware Gene Inspector  (see all 27 examples)Computer aided design CAD software   ,,Active Learning
, Mathsoft Mathcad Data base user interface and query software ,,Active Listening
, Deoxyribonucleic acid DNA libraries Data mining softwareGraphics or photo imaging software ,,Complex Problem Solving
, Molecular Devices Corporation MetaMorph Internet browser software ,,Judgment and Decision Making
, Web browser software Office suite software ,,Speaking
, Microsoft Office Spreadsheet software ,,Learning Strategies
, Microsoft Excel Word processing software ,,Monitoring
, Microsoft Word ,,Mathematics
,,,Instructing
,,,Systems Analysis
,,,Systems Evaluation
,,,Coordination
,,,Social Perceptiveness
,,,Time Management
,,,Management of Personnel Resources
,,,Quality Control Analysis
Park Naturalists,Data base user interface and query software ,Customer and Personal Service,Speaking
, Data entry software Desktop publishing software ,Education and Training,Reading Comprehension
, Adobe Systems Adobe PageMaker Document management software ,History and Archeology,Active Listening
, Adobe Systems Adobe Acrobat Electronic mail software ,English Language,Critical Thinking
, Email software,Geography,Social Perceptiveness
, GroupWise Internet browser software ,Public Safety and Security,Writing
, Web browser software Map creation software ,Computers and Electronics,Active Learning
, Mapping software Office suite software ,Psychology,Instructing
, Microsoft Office Point of sale POS softwarePresentation software ,Communications and Media,Judgment and Decision Making
, Microsoft PowerPoint Spreadsheet software ,Biology,Learning Strategies
, Microsoft Excel Word processing software ,Clerical,Service Orientation
, Microsoft Word ,Sociology and Anthropology,Coordination
,,,Monitoring
,,,Time Management
,,,Complex Problem Solving
,,,Management of Personnel Resources
,,,Persuasion
Physicists,Analytical or scientific software ,,Science
, CERN Physics Analysis Workstation PAW,,Mathematics
, COMSOL Multiphysics,,Critical Thinking
, Spectral Dynamics STAR,,Complex Problem Solving
, Vector Fields OPERA-3d  (see all 25 examples)Computer aided design CAD software   ,,Reading Comprehension
, Autodesk AutoCAD  ,,Speaking
, Mathsoft Mathcad,,Active Listening
, RibbonSoft QCad Configuration management software ,,Active Learning
, Puppet  ,,Judgment and Decision Making
, VMware Data base management system software ,,Learning Strategies
, OpenStack,,Writing
, SQLite Data base user interface and query software ,,Instructing
, Microsoft Access  ,,Programming
, MySQL  ,,Monitoring
, Oracle software,,Systems Analysis
, Structured query language SQL Desktop publishing software ,,Time Management
, Scribus Development environment software ,,Coordination
, C  ,,Persuasion
, Formula translation/translator FORTRAN,,Social Perceptiveness
, National Instruments LabVIEW  ,,Systems Evaluation
, Pascal  (see all 10 examples)Enterprise application integration software ,,Service Orientation
, Extensible markup language XML Expert system software ,,Technology Design
, Ansible software File versioning software ,,
, Git Graphics or photo imaging software ,,
, Adobe Systems Adobe Photoshop  ,,
, GNU Image Manipulation Program GIMP,,
, Ploticus,,
, Xfig  (see all 5 examples)Music or sound editing software ,,
, Adobe Systems Adobe Audition Object or component oriented development software ,,
, C++  ,,
, Oracle Java  ,,
, Practical extraction and reporting language Perl  ,,
, Python  (see all 6 examples)Office suite software ,,
, Microsoft Office Operating system software ,,
, Linux  ,,
, Microsoft Windows  ,,
, UNIX Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Video creation and editing software ,,
, Lenox Softworks VideoPoint Web platform development software ,,
, JavaScript Word processing software ,,
, Microsoft Word ,,
Political Scientists,Analytical or scientific software ,Law and Government,Reading Comprehension
, DataMystic TextPipe Pro,English Language,Speaking
, IBM SPSS Statistics  ,Education and Training,Active Listening
, JudgeIt II,History and Archeology,Critical Thinking
, SAS  (see all 6 examples)Data base management system software ,Sociology and Anthropology,Writing
, Bare Bones Software BBEdit,Mathematics,Active Learning
, IDM Computer Solutions UltraEdit Data base user interface and query software ,Communications and Media,Complex Problem Solving
, CQ Press Political Reference Suite,,Social Perceptiveness
, Interuniversity Consortium for Political and Social Research (ICPSR) database,,Judgment and Decision Making
, Library of Congress E-resources Online Catalog,,Instructing
, Microsoft Access  (see all 5 examples)Desktop publishing software ,,Learning Strategies
, Microsoft Publisher Document management software ,,Systems Analysis
, Adobe Systems Adobe Acrobat Electronic mail software ,,Coordination
, Email software,,Monitoring
, Microsoft Outlook Enterprise resource planning ERP software   ,,Persuasion
, SAP Graphics or photo imaging software ,,Time Management
, Microsoft Visio Information retrieval or search software ,,
, EBSCO Publishing Political Science Complete,,
, JSTOR database,,
, ProQuest Worldwide Political Science Abstracts,,
, Sage Reference Online  (see all 9 examples)Object or component oriented development software ,,
, R Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft SharePoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Precision Agriculture Technicians,Analytical or scientific software ,English Language,Active Listening
, AGCO GTA Software Suite,Computers and Electronics,Critical Thinking
, Farm Works Site Pro,Food Production,Reading Comprehension
, MapShots EASi Suite,Mathematics,Speaking
, SST Development Group SSToolbox Data base user interface and query software ,Customer and Personal Service,Active Learning
, Ag Leader Technology SMS Advanced,Biology,Judgment and Decision Making
, John Deere Apex Farm Management,Education and Training,Systems Analysis
, Microsoft Access  ,Engineering and Technology,Writing
, Novariant AutoFarm AF Viewer Internet browser software ,Administration and Management,Complex Problem Solving
, Web browser software Map creation software ,Geography,Mathematics
, ESRI ArcGIS software  ,,Monitoring
, ESRI ArcView,,Time Management
, GeoAgro GIS,,Coordination
, Trimble AgGPS MultiPlane  (see all 6 examples)Office suite software ,,Operation Monitoring
, Microsoft Office Presentation software ,,Science
, Microsoft PowerPoint Spreadsheet software ,,Service Orientation
, Microsoft Excel Word processing software ,,Systems Evaluation
, Microsoft Word ,,
Quality Control Analysts,Analytical or scientific software ,Chemistry,Quality Control Analysis
, LabWare LIMS,Mathematics,Active Listening
, Minitab  ,English Language,Reading Comprehension
, Test automation software,Computers and Electronics,Monitoring
, The MathWorks MATLAB  (see all 5 examples)Content workflow software ,Production and Processing,Complex Problem Solving
, Atlassian JIRA Data base management system software ,Education and Training,Critical Thinking
, Relational database management software Data base reporting software ,,Judgment and Decision Making
, SAP BusinessObjects Crystal Reports Data base user interface and query software ,,Operation Monitoring
, Data entry software  ,,Speaking
, dBASE,,Writing
, FileMaker Pro,,Active Learning
, Microsoft Access  (see all 5 examples)Development environment software ,,Coordination
, C  ,,Social Perceptiveness
, Microsoft Visual Basic  ,,Time Management
, National Instruments LabVIEW Document management software ,,Troubleshooting
, Adobe Systems Adobe Acrobat Electronic mail software ,,
, IBM Notes  ,,
, Microsoft Outlook Enterprise application integration software ,,
, Extensible markup language XML Enterprise resource planning ERP software   ,,
, SAP Graphics or photo imaging software ,,
, Microsoft Visio Internet browser software ,,
, Microsoft Internet Explorer Office suite software ,,
, Microsoft Office Operating system software ,,
, Microsoft Windows Presentation software ,,
, Microsoft PowerPoint Program testing software ,,
, Hewlett Packard LoadRunner  ,,
, Microsoft Visual Studio Test Professional,,
, Parasoft SOAtest,,
, Selenium  (see all 13 examples)Project management software ,,
, Microsoft Project  ,,
, Microsoft SharePoint Spreadsheet software ,,
, Microsoft Excel Transaction server software ,,
, Microsoft Internet Information Service IIS Web platform development software ,,
, Hypertext markup language HTML  ,,
, JavaScript  ,,
, Microsoft ASP.NET Word processing software ,,
, Microsoft Word ,,
Range Managers,Analytical or scientific software ,Biology,Active Listening
, SAS  ,Law and Government,Critical Thinking
, The MathWorks MATLAB  ,Customer and Personal Service,Speaking
, USDA SamplePoint,Geography,Judgment and Decision Making
, Viper Tools  (see all 21 examples)Data base user interface and query software ,English Language,Reading Comprehension
, Microsoft Access  ,Administration and Management,Complex Problem Solving
, National Resources Conservation Service Ecological Site Information System ESIS,Public Safety and Security,Coordination
," USDA ARS Database for Inventory, Monitoring and Assessment DIMA",,Monitoring
, USDA NRCS VegSpec  (see all 7 examples)Data mining softwareGraphics or photo imaging software ,,Negotiation
, Adobe Systems Adobe Photoshop  ,,Active Learning
, GNU Image Manipulation Program GIMP Map creation software ,,Science
, ESRI ArcGIS software  ,,Management of Personnel Resources
, Leica Geosystems ERDAS IMAGINE,,Operations Analysis
, RSAC Riparian Mapping Tool,,Persuasion
, USDA NRCS Soil Data Viewer  (see all 6 examples)Object or component oriented development software ,,Service Orientation
, Oracle Java  ,,Social Perceptiveness
, Practical extraction and reporting language Perl  ,,Systems Analysis
, Python  ,,Writing
, R Office suite software ,,Systems Evaluation
, Microsoft Office Operating system software ,,Time Management
, Linux  ,,Instructing
, UNIX Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Remote Sensing Scientists and Technologists,Analytical or scientific software ,Geography,Critical Thinking
, RSI ENVI,Mathematics,Reading Comprehension
, The MathWorks MATLAB Data base user interface and query software ,English Language,Science
, Structured query language SQL Development environment software ,Computers and Electronics,Complex Problem Solving
, C  ,Physics,Mathematics
, Interface definition language IDL Graphics or photo imaging software ,Education and Training,Speaking
, Image processing software Internet browser software ,Engineering and Technology,Writing
, Web browser software Map creation software ,,Active Listening
, ESRI ArcGIS software  ,,Systems Analysis
, Gamma remote sensing software,,Judgment and Decision Making
, Leica Geosystems ERDAS IMAGINE,,Monitoring
, PCI Geomatics Geomatica  (see all 5 examples)Object or component oriented development software ,,Systems Evaluation
, C++  ,,Operations Analysis
, Oracle Java  ,,Active Learning
, Practical extraction and reporting language Perl Office suite software ,,Coordination
, Microsoft Office Operating system software ,,Social Perceptiveness
, Linux  ,,Time Management
, UNIX Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Remote Sensing Technicians,Analytical or scientific software ,Geography,Critical Thinking
, Laser imaging detection and ranging LIDAR system,Computers and Electronics,Mathematics
, Opticks,Mathematics,Reading Comprehension
, SAS  ,Customer and Personal Service,Speaking
, The MathWorks MATLAB  (see all 10 examples)Computer aided design CAD software   ,Engineering and Technology,Active Listening
, Autodesk AutoCAD  ,Production and Processing,Judgment and Decision Making
, Bentley Microstation  ,English Language,Monitoring
, ESRI ArcView 3D Analyst Data base user interface and query software ,,Systems Analysis
, ESRI ArcCatalog,,Complex Problem Solving
, Microsoft Access Development environment software ,,Writing
, Interface definition language IDL Internet browser software ,,Coordination
, Web browser software Map creation software ,,Active Learning
, Applied Imagery Quick Terrain Modeler,,
, BAE Systems SOCET SET,,
, ESRI ArcGIS software  ,,
, Leica Geosystems ERDAS IMAGINE  (see all 6 examples)Mobile location based services software ,,
, Global positioning system GPS software Object or component oriented development software ,,
, Python  ,,
, R Office suite software ,,
, Microsoft Office Operating system software ,,
, UNIX Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft Project Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Social Science Research Assistants,Analytical or scientific software ,English Language,Active Listening
, IBM SPSS Statistics  ,Psychology,Reading Comprehension
, SAS  ,Clerical,Complex Problem Solving
, StataCorp Stata  ,Computers and Electronics,Critical Thinking
, The MathWorks MATLAB Data base user interface and query software ,Education and Training,Writing
, Database software,Administration and Management,Speaking
, Microsoft Access Desktop publishing software ,Mathematics,Active Learning
, Adobe Systems Adobe InDesign Electronic mail software ,Customer and Personal Service,Judgment and Decision Making
, Microsoft Outlook Graphics or photo imaging software ,Sociology and Anthropology,Mathematics
, Adobe Systems Adobe Illustrator  ,,Science
, Graphics software Information retrieval or search software ,,Coordination
, Online library databases Internet browser software ,,Monitoring
, Web browser software Map creation software ,,Programming
, ESRI ArcGIS software Object or component oriented development software ,,Social Perceptiveness
, R Office suite software ,,Time Management
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Video creation and editing software ,,
, Video development software ,,
Sociologists,Analytical or scientific software ,Sociology and Anthropology,Reading Comprehension
, ATLAS.ti,English Language,Active Listening
, IBM SPSS Statistics  ,Education and Training,Social Perceptiveness
, SAS  ,Mathematics,Writing
, VERBI MAXQDA  (see all 9 examples)Data base user interface and query software ,Computers and Electronics,Active Learning
, Data entry software  ,History and Archeology,Critical Thinking
, Microsoft Access  ,,Speaking
, QSR International NVivo,,Judgment and Decision Making
, Qualtrics Research Suite  (see all 5 examples)Desktop publishing software ,,Learning Strategies
, Microsoft Publisher Document management software ,,Complex Problem Solving
, Adobe Systems Adobe Acrobat Electronic mail software ,,Instructing
, Email software Graphics or photo imaging software ,,Monitoring
, Adobe Systems Adobe Photoshop  ,,Science
, Microsoft Visio Information retrieval or search software ,,Coordination
, Online reference databases Internet browser software ,,Persuasion
, Web browser software Map creation software ,,Systems Analysis
, ESRI ArcGIS software Object or component oriented development software ,,Time Management
, R Object oriented data base management software ,,Service Orientation
, Database management system DBMS Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft Project Spreadsheet software ,,
, Microsoft Excel Web page creation and editing software ,,
, Adobe Systems Adobe Dreamweaver  ,,
, Web editing software Word processing software ,,
, Helios TextPad,,
, Microsoft Word ,,
Soil and Water Conservationists,Analytical or scientific software ,Customer and Personal Service,Active Listening
, Clover Technology GALENA,English Language,Reading Comprehension
, CropSyst Suite,Biology,Complex Problem Solving
, Water Soil and Hydro-Environmental Decision Support System WATERSHEDSS,Engineering and Technology,Critical Thinking
, WinEPIC  (see all 16 examples)Computer aided design CAD software   ,Geography,Speaking
, Autodesk AutoCAD Data base user interface and query software ,Law and Government,Writing
, CroPMan,Design,Judgment and Decision Making
, Microsoft Access  ,Mathematics,Monitoring
, State Soil Geographic STATSGO Database,Administration and Management,Science
, Water resources databases Electronic mail software ,Computers and Electronics,Mathematics
, Email software Internet browser software ,,Service Orientation
, Web browser software Map creation software ,,Social Perceptiveness
, ESRI ArcGIS software  ,,Systems Analysis
, ESRI ArcInfo,,Time Management
, ESRI ArcView Office suite software ,,Active Learning
, Microsoft Office Presentation software ,,Coordination
, Microsoft PowerPoint Spreadsheet software ,,Systems Evaluation
, Microsoft Excel Word processing software ,,Instructing
, Microsoft Word ,,Negotiation
,,,Operations Analysis
,,,Management of Personnel Resources
,,,Persuasion
Statisticians,Analytical or scientific software ,,Mathematics
, Aptech Systems GAUSS,,Critical Thinking
, SAS  ,,Reading Comprehension
, The MathWorks MATLAB  ,,Active Listening
, XLISP-STAT  (see all 35 examples)Business intelligence and data analysis software ,,Active Learning
, Qlik Tech QlikView  ,,Complex Problem Solving
, Tableau Data base management system software ,,Judgment and Decision Making
, Apache Hadoop  ,,Science
, Apache Pig  ,,Speaking
, Teradata Database Data base user interface and query software ,,Programming
, IBM DB2,,Writing
, Microsoft Access  ,,Systems Analysis
, Structured query language SQL Data mining software ,,Learning Strategies
, Angoss KnowledgeSEEKER,,Monitoring
, NCR Teradata Warehouse Miner,,Systems Evaluation
, SAS Enterprise Miner Development environment software ,,
, Common business oriented language COBOL  ,,
, Formula translation/translator FORTRAN,,
, Microsoft Visual Basic Enterprise application integration software ,,
, SAS/CONNECT Enterprise resource planning ERP software   ,,
, SAP Object or component oriented development software ,,
, C++  ,,
, Python  ,,
, R  ,,
, SAP PowerBuilder  (see all 5 examples)Object oriented data base management software ,,
, Microsoft Visual FoxPro Office suite software ,,
, Microsoft Office Operating system software ,,
, Linux  ,,
, UNIX Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Survey Researchers,Analytical or scientific software ,English Language,Active Listening
, Memphis Survey Explorer,Mathematics,Reading Comprehension
, SAS  ,Customer and Personal Service,Speaking
, The MathWorks MATLAB  ,Administration and Management,Writing
, Voxco PRONTO  (see all 31 examples)Business intelligence and data analysis software ,Sociology and Anthropology,Critical Thinking
, Tableau Computer aided design CAD software   ,Computers and Electronics,Complex Problem Solving
, Autodesk AutoCAD  ,Psychology,Judgment and Decision Making
, Autodesk AutoCAD Civil 3D  ,,Active Learning
, ETABS Customer relationship management CRM software ,,Mathematics
, Sales force automation software Data base user interface and query software ,,Time Management
, Apian SurveyPro,,Coordination
, Gamma Associates mTab,,Monitoring
, Microsoft Access  ,,Persuasion
, Snap Survey Software  (see all 26 examples)Data mining software ,,Social Perceptiveness
, Salford Systems CART Desktop publishing software ,,Instructing
, EZ Forms,,Systems Analysis
, Sawtooth SSI Web Document management software ,,Systems Evaluation
, Verity TELEform Electronic mail software ,,Learning Strategies
, Email software Enterprise application integration software ,,Management of Personnel Resources
, Extensible markup language XML Enterprise resource planning ERP software   ,,
, Oracle PeopleSoft Expert system software ,,
, Acarda CallAssist,,
, Computer assisted telephone interviewing CATI software Graphics or photo imaging software ,,
, CfMC COSI,,
, Graphics software Interactive voice response software ,,
, CfMC SoundSurvent Internet browser software ,,
, Web browser software Map creation software ,,
, Postal boundary mapping software Object or component oriented development software ,,
, C++  ,,
, Practical extraction and reporting language Perl  ,,
, Python  ,,
, R  (see all 5 examples)Office suite software ,,
, Microsoft Office Optical character reader OCR or scanning software ,,
, Pulse Train Bellview Scan Presentation software ,,
, COMCON DataFriend,,
, Microsoft PowerPoint  ,,
, Pulse Train Pulser Web,,
, QPSMR Limited Reflect  (see all 5 examples)Project management software ,,
, Microsoft Project  ,,
, Perseus SurveySolutions Spreadsheet software ,,
, Microsoft Excel Web page creation and editing software ,,
, Adobe Systems Adobe Cold Fusion,,
, Pulse Train Bellview Web Web platform development software ,,
, JavaScript  ,,
, Microsoft Active Server Pages ASP Word processing software ,,
, Microsoft Word ,,
Transportation Planners,Analytical or scientific software ,Transportation,Active Listening
, Dowling Associates TRAFFIX,English Language,Complex Problem Solving
, SAS  ,Engineering and Technology,Critical Thinking
, Texas Transportation Institute TTI Progression Analysis and Signal System Evaluation Routine PASSER,Mathematics,Reading Comprehension
, TRL Software TRANSYT  (see all 15 examples)Computer aided design CAD software   ,Customer and Personal Service,Judgment and Decision Making
, Autodesk AutoCAD  ,Design,Speaking
, Autodesk AutoCAD Civil 3D  ,Geography,Writing
, Bentley Microstation  ,Law and Government,Active Learning
, Caliper TransCAD Data base user interface and query software ,Administration and Management,Coordination
, Microsoft Access  ,Building and Construction,Systems Evaluation
, Structured query language SQL Desktop publishing software ,,Systems Analysis
, Adobe Systems Adobe InDesign Development environment software ,,Time Management
, Microsoft Visual Basic Document management software ,,Monitoring
, Adobe Systems Adobe Acrobat Enterprise resource planning ERP software   ,,Mathematics
, SAP Graphics or photo imaging software ,,Service Orientation
, Adobe Systems Adobe Illustrator  ,,Social Perceptiveness
, Adobe Systems Adobe Photoshop Industrial control software ,,Instructing
, Traffic signal software Internet browser software ,,Learning Strategies
, Web browser software Map creation software ,,Persuasion
, ESRI ArcGIS software  ,,Management of Personnel Resources
, ESRI ArcView,,Negotiation
, Geographic information system GIS software  ,,Operations Analysis
, MapInfo Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft Project  ,,
, Oracle Primavera Enterprise Project Portfolio Management Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
