job_position,technology_skills,knowledge,skills
, Installalogy Access Client,Education and Training,Installation
, MobileToys MAIDXL Internet browser software ,,Complex Problem Solving
, Microsoft Internet Explorer Presentation software ,,Reading Comprehension
, Microsoft PowerPoint Spreadsheet software ,,Time Management
, Microsoft Excel Word processing software ,,Coordination
, Microsoft Word ,,Equipment Selection
,,,Quality Control Analysis
,,,Service Orientation
,,,Speaking
"Mobile Heavy Equipment Mechanics, Except Engines",,Mechanical,Repairing
,,Customer and Personal Service,Troubleshooting
,,Mathematics,Equipment Maintenance
,,Computers and Electronics,Operation Monitoring
,,Building and Construction,Operation and Control
,,Public Safety and Security,Equipment Selection
,,,Quality Control Analysis
,,,Critical Thinking
,,,Complex Problem Solving
,,,Judgment and Decision Making
,,,Reading Comprehension
,,,Active Learning
,,,Active Listening
,,,Monitoring
,,,Speaking
,,,Time Management
,,,Writing
Motorboat Mechanics and Service Technicians,,Mechanical,Repairing
,,Customer and Personal Service,Equipment Maintenance
,,Computers and Electronics,Troubleshooting
,,English Language,Operation and Control
,,Mathematics,Operation Monitoring
,,Engineering and Technology,Critical Thinking
,,Administration and Management,Active Listening
,,Transportation,Complex Problem Solving
,,Physics,Equipment Selection
,,,Judgment and Decision Making
,,,Quality Control Analysis
,,,Speaking
Motorcycle Mechanics,,,Repairing
,,,Troubleshooting
,,,Active Listening
,,,Complex Problem Solving
,,,Critical Thinking
,,,Equipment Maintenance
,,,Monitoring
,,,Speaking
,,,Active Learning
,,,Judgment and Decision Making
,,,Operation Monitoring
,,,Quality Control Analysis
,,,Service Orientation
,,,Time Management
Rail Car Repairers,Accounting software ,,Repairing
, RailTech Software Systems Mars for the 21st Century Data base user interface and query software ,,Troubleshooting
, WheelShop Automation.com Wheel Shop Management Suite Document management software ,,Equipment Maintenance
, Adobe Systems Adobe Acrobat Internet browser software ,,Operation and Control
, Microsoft Internet Explorer,,Critical Thinking
, Mozilla Firefox Inventory management software ,,Operation Monitoring
, RailTech Software Solutions Rail 21 Management System Operating system software ,,Quality Control Analysis
, Microsoft Windows Spreadsheet software ,,Active Listening
, Microsoft Excel ,,Monitoring
Rail-Track Laying and Maintenance Equipment Operators,,Transportation,Operation and Control
,,Mechanical,Operation Monitoring
,,Building and Construction,Equipment Maintenance
,,Public Safety and Security,Troubleshooting
,,Administration and Management,Coordination
,,Engineering and Technology,Critical Thinking
,,,Monitoring
,,,Quality Control Analysis
,,,Repairing
,,,Active Listening
,,,Judgment and Decision Making
,,,Time Management
Recreational Vehicle Service Technicians,Data base user interface and query software ,,Repairing
, RV Damage Repair Estimator,,Troubleshooting
, Topline Software Solutions Topline Service Manager Electronic mail software ,,Active Listening
, Email software Inventory management software ,,Critical Thinking
, Inventory tracking software Point of sale POS software ,,Speaking
, Summit Ordering Systems RvInvoiceWriter Spreadsheet software ,,Complex Problem Solving
, Microsoft Excel Word processing software ,,Equipment Maintenance
, Microsoft Word ,,Equipment Selection
,,,Operation and Control
,,,Operation Monitoring
,,,Quality Control Analysis
,,,Active Learning
,,,Coordination
,,,Judgment and Decision Making
,,,Monitoring
,,,Reading Comprehension
,,,Time Management
Signal and Track Switch Repairers,Electronic mail software ,Computers and Electronics,Troubleshooting
, Microsoft Outlook Facilities management software ,Mechanical,Equipment Maintenance
, Maintenance management software Internet browser software ,Public Safety and Security,Quality Control Analysis
, Web browser software Presentation software ,English Language,Repairing
, Microsoft PowerPoint Spreadsheet software ,Engineering and Technology,Equipment Selection
, Microsoft Excel Word processing software ,Transportation,Operation Monitoring
, Microsoft Word ,,Complex Problem Solving
,,,Critical Thinking
,,,Operation and Control
,,,Installation
,,,Judgment and Decision Making
,,,Monitoring
,,,Active Listening
,,,Time Management
,,,Active Learning
,,,Coordination
,,,Speaking
"Dispatchers, Except Police, Fire, and Ambulance",Aviation ground support software ,Customer and Personal Service,Active Listening
, Bornemann Associates Flight Plan,Transportation,Speaking
, Sabre Calendar and scheduling software ,English Language,Coordination
, Scheduling software Computer aided design CAD software Customer relationship management CRM software ,Administration and Management,Monitoring
, Command Alkon COMMANDconcrete,Public Safety and Security,Reading Comprehension
, Digital Gateway e-automate Data base reporting software ,Clerical,Time Management
, Locomotive distribution software Data base user interface and query software ,Law and Government,Service Orientation
, Database software,Geography,Writing
, Tangier Sky Scheduler View Electronic mail software ,Mathematics,Critical Thinking
, Email software,Personnel and Human Resources,Active Learning
, Microsoft Outlook Enterprise resource planning ERP software   ,,Complex Problem Solving
, SAP  ,,Judgment and Decision Making
, TMW PowerSuite Expert system software ,,Negotiation
, Computer aided dispatching auto routing software,,Social Perceptiveness
, Rail Traffic Track Warrant Control System Internet browser software ,,
, Web browser software Map creation software ,,
, ESRI ArcIMS,,
, Geomechanical design analysis GDA software Mobile location based services software ,,
, Dr. Dispatch,,
, Global positioning system GPS software,,
, Resource management software,,
, Situation resource tracking software  (see all 6 examples)Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Route navigation software ,,
, Routing software Spreadsheet software ,,
, Microsoft Excel Time accounting software ,,
, Kronos Workforce Timekeeper Word processing software ,,
, Microsoft Word ,,
Logisticians,Accounting software ,Transportation,Critical Thinking
, Intuit QuickBooks Computer aided design CAD software   ,English Language,Active Listening
, Autodesk AutoCAD Customer relationship management CRM softwareData base user interface and query software ,Administration and Management,Coordination
, Microsoft Access  ,Customer and Personal Service,Monitoring
, Structured query language SQL Electronic mail software ,Mathematics,Reading Comprehension
, Microsoft Outlook Enterprise resource planning ERP software   ,Computers and Electronics,Speaking
, Oracle E-Business Suite,Economics and Accounting,Complex Problem Solving
, Oracle JD Edwards EnterpriseOne  ,Geography,Judgment and Decision Making
, SAP Enterprise system management software ,Public Safety and Security,Social Perceptiveness
, IBM Power Systems software Graphics or photo imaging software ,Sales and Marketing,Active Learning
, Microsoft Visio Internet browser software ,Education and Training,Systems Analysis
, Web browser software Inventory management software ,Personnel and Human Resources,Time Management
, Radio frequency identification RFID software Materials requirements planning logistics and supply chain software ,Production and Processing,Writing
, RedPrairie E2e,Law and Government,Management of Personnel Resources
, Warehouse management system WMS Office suite software ,,Negotiation
, Microsoft Office Presentation software ,,Persuasion
, Microsoft PowerPoint Procurement software ,,Service Orientation
, Order management software,,Systems Evaluation
, Purchasing software Project management software ,,Instructing
, Microsoft Project  ,,Operations Analysis
, Microsoft SharePoint  ,,Learning Strategies
, Oracle Primavera Enterprise Project Portfolio Management Spreadsheet software ,,Mathematics
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Logistics Analysts,Analytical or scientific software ,English Language,Reading Comprehension
, IBM SPSS Statistics  ,Administration and Management,Complex Problem Solving
, Optimization software,Mathematics,Critical Thinking
, StataCorp Stata  ,Transportation,Systems Analysis
, The MathWorks MATLAB  (see all 5 examples)Business intelligence and data analysis software ,Computers and Electronics,Systems Evaluation
, MicroStrategy  ,Customer and Personal Service,Active Listening
, Oracle Business Intelligence Enterprise Edition  ,Law and Government,Judgment and Decision Making
, Qlik Tech QlikView  ,Education and Training,Monitoring
, Tableau  (see all 5 examples)Data base reporting software ,Production and Processing,Speaking
, Reporting software Data base user interface and query software ,,Mathematics
, Microsoft Access  ,,Writing
, Microsoft SQL Server Development environment software ,,Active Learning
, Microsoft Visual Basic Electronic mail software ,,Time Management
, Microsoft Outlook Enterprise resource planning ERP software   ,,
, Oracle Hyperion  ,,
, Oracle PeopleSoft  ,,
, Oracle PeopleSoft Financials  ,,
, SAP  (see all 6 examples)Financial analysis software ,,
, Oracle E-Business Suite Financials Graphics or photo imaging software ,,
, Graphics software,,
, Microsoft Visio Inventory management software ,,
, Inventory control software Materials requirements planning logistics and supply chain software ,,
, 3PL Central,,
, Cadre Technologies Accuplus Integrated Distribution Logistics System,,
, ESRI ArcLogistics,,
, Oracle E-Business Suite Logistics  (see all 11 examples)Object or component oriented development software ,,
, Advanced business application programming ABAP Office suite software ,,
, Microsoft Office Operating system software ,,
, Microsoft Windows Pattern design software ,,
, Flow chart software Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft Project  ,,
, Microsoft SharePoint  ,,
, Oracle Primavera Enterprise Project Portfolio Management Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Logistics Engineers,Analytical or scientific software ,Engineering and Technology,Reading Comprehension
, ITEM Software ITEM ToolKit,Mathematics,Systems Analysis
, LOGSA COMPASS,English Language,Critical Thinking
, Minitab  ,Computers and Electronics,Systems Evaluation
, Reliass EAGLE  (see all 14 examples)Business intelligence and data analysis software ,Design,Active Listening
, IBM Cognos Impromptu Computer aided design CAD software   ,Customer and Personal Service,Complex Problem Solving
, Autodesk AutoCAD Data base user interface and query software ,Administration and Management,Judgment and Decision Making
, Microsoft Access Development environment software ,Mechanical,Active Learning
, Microsoft Visual Basic  ,Transportation,Mathematics
, Prolog Electronic mail software ,Telecommunications,Time Management
, IBM Notes Enterprise resource planning ERP software   ,Education and Training,Writing
, Oracle Hyperion  ,Public Safety and Security,Speaking
, SAP  ,Production and Processing,Coordination
, SAP Business Objects Graphics or photo imaging software ,,Management of Personnel Resources
, Microsoft Visio Materials requirements planning logistics and supply chain software ,,Operations Analysis
, JDA Manugistics,,Learning Strategies
, Logistics management information LMI database software,,Social Perceptiveness
, Logistics Support Analysts SmartLogic,,Monitoring
, Warehouse management system WMS  (see all 5 examples)Object or component oriented development software ,,Persuasion
, C++  ,,Instructing
, Oracle Java Office suite software ,,Service Orientation
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft Project  ,,
, Microsoft SharePoint  ,,
, Oracle Primavera Enterprise Project Portfolio Management Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Logistics Managers,Analytical or scientific software ,Transportation,Reading Comprehension
, Optimization software Calendar and scheduling software ,Administration and Management,Active Listening
, Scheduling software Data base reporting software ,English Language,Coordination
, SAP Business Objects Data base user interface and query software ,Customer and Personal Service,Critical Thinking
, Database software,Mathematics,Speaking
, Microsoft Access  ,Personnel and Human Resources,Complex Problem Solving
, Microsoft SQL Server Electronic mail software ,Production and Processing,Judgment and Decision Making
, Email software,Law and Government,Monitoring
, Microsoft Outlook Enterprise resource planning ERP software   ,Economics and Accounting,Negotiation
, Microsoft Dynamics AX,Public Safety and Security,Time Management
, Oracle JD Edwards EnterpriseOne  ,Education and Training,Active Learning
, SAP ERP Operations,,Management of Personnel Resources
, Transtek Compass ERP  (see all 5 examples)Enterprise system management software ,,Writing
, IBM Power Systems software Graphics or photo imaging software ,,Persuasion
, Microsoft Visio Inventory management software ,,Social Perceptiveness
, Inventory control software Materials requirements planning logistics and supply chain software ,,Systems Evaluation
, 3PL Central,,Learning Strategies
, Four Soft 4S VisiLog,,Systems Analysis
, UPS WorldShip,,Management of Material Resources
, USPS.com  (see all 14 examples)Mobile location based services software ,,Mathematics
, Transportation management system TMS software Office suite software ,,Service Orientation
, Microsoft Office Presentation software ,,Instructing
, Microsoft PowerPoint Project management software ,,Management of Financial Resources
, Microsoft Project  ,,
, Oracle Primavera Enterprise Project Portfolio Management Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Storage and Distribution Managers,Analytical or scientific software ,Transportation,Critical Thinking
, Integrated Decision Support Netwise Enterprise,Administration and Management,Monitoring
, Integrated Decision Support Netwise Frontline,Customer and Personal Service,Coordination
, QUALCOMM QTRACS,English Language,Speaking
, QUALCOMM ViaWeb Backup or archival software ,Mathematics,Active Listening
, Veritas NetBackup Business intelligence and data analysis software ,Personnel and Human Resources,Complex Problem Solving
, Oracle Business Intelligence Enterprise Edition Compliance software ,Computers and Electronics,Management of Personnel Resources
, Scanlon Associates LogPak Data base user interface and query software ,Clerical,Reading Comprehension
, Microsoft Access Electronic mail software ,Public Safety and Security,Writing
, IBM Lotus Notes,Economics and Accounting,Systems Analysis
, IBM Notes  ,Production and Processing,Judgment and Decision Making
, Microsoft Outlook Enterprise resource planning ERP software   ,Education and Training,Management of Financial Resources
, Infor ERP Baan,Sales and Marketing,Persuasion
, Microsoft Dynamics GP  ,Law and Government,Systems Evaluation
, Oracle JD Edwards EnterpriseOne  ,,Time Management
, SAP Enterprise system management software ,,Instructing
, IBM Power Systems software Financial analysis software ,,Management of Material Resources
, Oracle E-Business Suite Financials Graphics or photo imaging software ,,Negotiation
, Graphics software Inventory management software ,,Service Orientation
, Aljex Inventory,,Social Perceptiveness
, Iptor Supply Chain,,Active Learning
, MRA Technologies MRATrack Warehouse Management System,,Learning Strategies
, Sentai Pinpoint  (see all 7 examples)Label making software ,,Mathematics
, ABOL Manifest Systems Materials requirements planning logistics and supply chain software ,,Operation Monitoring
, Catalyst International CatalystConnect,,
, IBM i2 Transportation Manager,,
, Integrated Decision Support Corporation Netwise Supply Chain,,
, TECSYS EliteSeries  (see all 13 examples)Metadata management software ,,
, CA Erwin Data Modeler Office suite software ,,
, Microsoft Office Operating system software ,,
, Hewlett Packard HP-UX Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Time accounting software ,,
, WorkForce Software EmpCenter Time and Attendance Word processing software ,,
, Microsoft Word ,,
Transportation Managers,Accounting software ,Transportation,Reading Comprehension
, Argos Software ABECAS Insight Freight Management System FMS (accounting feature),Administration and Management,Speaking
, Automated expense reporting system software Analytical or scientific software ,Customer and Personal Service,Active Listening
, Freight Rail Crew Optimization Scheduling FRCOS software,Public Safety and Security,Critical Thinking
, IMSure Solutions SHIPflex,Personnel and Human Resources,Monitoring
, Integrated Decision Support Match Advice,Mathematics,Coordination
, QUALCOMM ViaWeb  (see all 8 examples)Calendar and scheduling software ,English Language,Writing
, Argos Software ABECAS Insight Freight Management System FMS (calendar and scheduling feature) Compliance software ,Clerical,Complex Problem Solving
, Scanlon Associates LogPak,Computers and Electronics,Judgment and Decision Making
, Shipping Solutions Computer aided design CAD software   ,Education and Training,Time Management
, Bentley MicroStation Data base user interface and query software ,Economics and Accounting,Management of Personnel Resources
, Bentley Transportation Data Manager,Geography,Negotiation
, Labelmaster Software REG-Trieve,Law and Government,Persuasion
, Microsoft Access  ,,Social Perceptiveness
, Structured query language SQL  (see all 5 examples)Electronic mail software ,,Active Learning
, IBM Lotus Notes,,Instructing
, Microsoft Outlook Enterprise resource planning ERP software   ,,Systems Evaluation
, SAP  ,,Mathematics
, TMW PowerSuite Enterprise system management software ,,Systems Analysis
, IBM Power Systems software Graphics or photo imaging software ,,Learning Strategies
, Graphics software,,Operations Analysis
, Microsoft Visio Inventory management software ,,
, Iptor Supply Chain Label making software ,,
, ABOL Manifest Systems Materials requirements planning logistics and supply chain software ,,
, Cadre Technologies Cadence Transportation Management System,,
, IBM i2 Transportation Manager,,
, Integrated Decision Support Corporation Expert Fuel,,
, Summary Systems Fleet Commander  (see all 11 examples)Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft Project Route navigation software ,,
, ALK Technologies FleetSuite,,
, CoPilot Truck,,
, Integrated Decision Support Corporation Route Advice,,
, Intergraph GeoMedia Transportation Manager  (see all 5 examples)Spreadsheet softwareTime accounting software ,,
, WorkForce Software EmpCenter Time and Attendance Word processing software ,,
, Microsoft Word ,,
"Billing, Cost, and Rate Clerks",Accounting software ,,Active Listening
, Intuit QuickBooks  ,,Speaking
, Sage 50 Accounting  ,,Reading Comprehension
, Seasoft,,Critical Thinking
, Thomson Reuters Elite Enterprise  (see all 10 examples)Customer relationship management CRM softwareData base user interface and query software ,,Coordination
, Database software,,Monitoring
, Microsoft Access Desktop publishing softwareDocument management software ,,Service Orientation
, File management systems Enterprise resource planning ERP software   ,,Social Perceptiveness
, Microsoft Dynamics GP  ,,Time Management
, NetSuite ERP  ,,
, Oracle JD Edwards EnterpriseOne  ,,
, SAP  (see all 6 examples)Financial analysis software ,,
, Oracle E-Business Suite Financials  ,,
, QuoteWerks Internet browser software ,,
, Web browser software Medical software ,,
, Epic Systems  ,,
, Medical condition coding software  ,,
, MEDITECH software  ,,
, Practice management software PMS  (see all 7 examples)Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Cargo and Freight Agents,Data base user interface and query software ,Transportation,Speaking
, Database software Electronic mail software ,Customer and Personal Service,Active Listening
, Email software Enterprise resource planning ERP software   ,English Language,Critical Thinking
, SAP Internet browser software ,Geography,Monitoring
, Web browser software Inventory management software ,Public Safety and Security,Service Orientation
, Posting software Mobile location based services software ,Clerical,Complex Problem Solving
, Transportation management software,Mathematics,Reading Comprehension
, Web-based dispatch software Office suite software ,Sales and Marketing,Time Management
, Corel WordPerfect Office Suite,,Coordination
, Microsoft Office Presentation software ,,Negotiation
, Microsoft PowerPoint Procurement software ,,Social Perceptiveness
, Brokerage software Spreadsheet software ,,Writing
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Freight Forwarders,Compliance software ,Customer and Personal Service,Coordination
, IES Ecellerate,Transportation,Monitoring
, QuestaWeb TradeMaster QW Data base user interface and query software ,English Language,Reading Comprehension
, AESDirect Electronic mail software ,Administration and Management,Service Orientation
, Email software,Clerical,Speaking
, Microsoft Outlook Enterprise resource planning ERP software   ,Geography,Time Management
, Manufacturing resource planning MRP software,Mathematics,Writing
, Oracle JD Edwards EnterpriseOne  ,Public Safety and Security,Active Listening
, SAP Industrial control software ,Law and Government,Critical Thinking
, Package tracking software Internet browser software ,Economics and Accounting,Active Learning
, Web browser software Materials requirements planning logistics and supply chain software ,,Complex Problem Solving
, Arcline ArcFreight,,Judgment and Decision Making
, CargoWise ediEnterprise,,Negotiation
, Tailwind Management Systems Tailwind,,Social Perceptiveness
, TMW Enterprise Transportation Management Systems  (see all 9 examples)Office suite software ,,Mathematics
, Microsoft Office Spreadsheet software ,,Persuasion
, Microsoft Excel Word processing software ,,Systems Analysis
, Microsoft Word ,,Systems Evaluation
Statement Clerks,Access software ,,
, Image Deposit Exchange Check Station,,
, Remote deposit capture software Customer relationship management CRM software ,,
, HelpIT Systems addressIT Data base user interface and query software ,,
, Microsoft Access Document management software ,,
, Check processing software,,
, VECTORsgi Check Management Solution Electronic mail software ,,
, Microsoft Outlook Financial analysis software ,,
, Accuity EPICWare,,
, IPS of Boston DoubleCheck,,
, Positive pay software Graphics or photo imaging software ,,
, Fiserv PEP+ reACH,,
, Image replacement document IRD printing software,,
, Mitek Systems ImageNet Payments,,
, VECTORsgi Image Exchange Solution  (see all 6 examples)Industrial control software ,,
, Check sorting control software Office suite software ,,
, Microsoft Office Optical character reader OCR or scanning software ,,
, Optical character recognition OCR software Project management software ,,
, Microsoft Project Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Aircraft Cargo Handling Supervisors,Data base user interface and query software ,Customer and Personal Service,Critical Thinking
, Data entry software Electronic mail software ,Public Safety and Security,Management of Personnel Resources
, Microsoft Outlook Inventory management software ,Transportation,Active Listening
, Cargo tracking system software Materials requirements planning logistics and supply chain software ,English Language,Monitoring
, Warehouse management system WMS Office suite software ,Administration and Management,Speaking
, Corel WordPerfect Office Suite,Clerical,Time Management
, Microsoft Office Spreadsheet software ,Personnel and Human Resources,Coordination
, Microsoft Excel Word processing software ,Computers and Electronics,Learning Strategies
, Microsoft Word ,Education and Training,Judgment and Decision Making
,,Mathematics,Reading Comprehension
,,Telecommunications,Social Perceptiveness
,,Production and Processing,Complex Problem Solving
,,Geography,Instructing
,,,Writing
,,,Active Learning
,,,Mathematics
,,,Systems Analysis
"Airline Pilots, Copilots, and Flight Engineers",Analytical or scientific software ,Transportation,Operation and Control
, Pilot Navigator Software Load Balance Calendar and scheduling software ,Geography,Operation Monitoring
, SBS International Maestro Suite Data base user interface and query software ,Mathematics,Active Listening
, Airline Pilots Daily Aviation Log PPC,English Language,Critical Thinking
, AirSmith FlightPrompt,Computers and Electronics,Monitoring
, CoPilot Flight Planning & E6B,Psychology,Complex Problem Solving
, doXstor Flight Level Logbook  (see all 11 examples)Information retrieval or search software ,Mechanical,Judgment and Decision Making
, AeroPlanner,Public Safety and Security,Reading Comprehension
, Notam Development Group Airport Insight Route navigation software ,Physics,Speaking
, IFT-Pro,Customer and Personal Service,Active Learning
, Navzilla Spreadsheet software ,Administration and Management,Time Management
, Microsoft Excel Word processing software ,Telecommunications,Coordination
, Microsoft Word ,,Social Perceptiveness
,,,Systems Analysis
,,,Mathematics
,,,Systems Evaluation
,,,Learning Strategies
,,,Quality Control Analysis
,,,Troubleshooting
,,,Writing
,,,Instructing
,,,Management of Personnel Resources
,,,Science
,,,Service Orientation
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",,Customer and Personal Service,Critical Thinking
,,English Language,Service Orientation
,,Public Safety and Security,Active Listening
,,Administration and Management,Active Learning
,,Law and Government,Reading Comprehension
,,Education and Training,Social Perceptiveness
,,Transportation,Speaking
,,Medicine and Dentistry,Instructing
,,,Judgment and Decision Making
,,,Monitoring
,,,Operation and Control
Bridge and Lock Tenders,,,Monitoring
,,,Critical Thinking
,,,Active Listening
,,,Speaking
,,,Coordination
,,,Operation and Control
,,,Operation Monitoring
,,,Social Perceptiveness
"Bus Drivers, School or Special Client",,,Operation and Control
,,,Social Perceptiveness
,,,Active Listening
,,,Operation Monitoring
,,,Critical Thinking
,,,Judgment and Decision Making
,,,Monitoring
,,,Speaking
,,,Service Orientation
"Bus Drivers, Transit and Intercity",,,Operation and Control
,,,Operation Monitoring
,,,Active Listening
,,,Critical Thinking
,,,Service Orientation
,,,Time Management
,,,Monitoring
,,,Social Perceptiveness
,,,Speaking
Commercial Pilots,Analytical or scientific software ,Transportation,Operation and Control
, Pilot Navigator Software Load Balance Calendar and scheduling software ,Customer and Personal Service,Operation Monitoring
, SBS International Maestro Suite Data base user interface and query software ,Geography,Critical Thinking
, Airline Pilots Daily Aviation Logs PPC,English Language,Monitoring
, AirSmith FlightPrompt,Public Safety and Security,Active Listening
, doXstor Flight Level Logbook,Computers and Electronics,Judgment and Decision Making
, Skylog Services Skylog Pro  (see all 10 examples)Development environment software ,Mathematics,Active Learning
, Standard generalized markup language SGML Flight control software ,Administration and Management,Reading Comprehension
, Flight simulation software Information retrieval or search software ,Education and Training,Speaking
, AeroPlanner,Mechanical,Complex Problem Solving
, Notam Development Group Airport Insight Office suite software ,,Coordination
, Microsoft Office Route navigation software ,,Learning Strategies
, Navzilla ,,Systems Analysis
,,,Instructing
,,,Social Perceptiveness
,,,Time Management
,,,Troubleshooting
Couriers and Messengers,,,Active Listening
,,,Speaking
,,,Time Management
,,,Critical Thinking
,,,Reading Comprehension
,,,Service Orientation
,,,Writing
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Calendar and scheduling software ,Administration and Management,Active Listening
, Employee scheduling software Electronic mail software ,Customer and Personal Service,Coordination
, Microsoft Outlook Enterprise resource planning ERP software   ,Transportation,Critical Thinking
, Sage ERP Accpac,Public Safety and Security,Speaking
, SAP Inventory management software ,Production and Processing,Management of Personnel Resources
, Inventory control software,Clerical,Complex Problem Solving
, Warehouse management system WMS Office suite software ,English Language,Monitoring
, Corel WordPerfect Office,Mathematics,Time Management
, Microsoft Office Presentation software ,,Instructing
, Microsoft PowerPoint Spreadsheet software ,,Judgment and Decision Making
, Microsoft Excel Time accounting software ,,Negotiation
, Time and attendance software Word processing software ,,Persuasion
, Microsoft Word ,,Social Perceptiveness
,,,Reading Comprehension
,,,Learning Strategies
,,,Systems Evaluation
,,,Writing
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,Accounting software ,Transportation,Active Listening
, General ledger software Bar coding software ,Customer and Personal Service,Coordination
, Barcode software Calendar and scheduling software ,Administration and Management,Management of Personnel Resources
, Scheduling software Data base user interface and query software ,English Language,Time Management
, Microsoft Access Electronic mail software ,Personnel and Human Resources,Critical Thinking
, Microsoft Outlook Enterprise resource planning ERP software   ,Clerical,Speaking
, SAP Internet browser software ,Computers and Electronics,Monitoring
, Web browser software Map creation software ,Mathematics,Reading Comprehension
, Mapping software Materials requirements planning logistics and supply chain software ,Public Safety and Security,Social Perceptiveness
, Bill of lading software,Production and Processing,Complex Problem Solving
, JDA Manugistics,,Judgment and Decision Making
, UPS Logistics Technologies Roadnet Transportation Suite,,Negotiation
, XATA XATANET  (see all 19 examples)Mobile location based services software ,,Writing
, Accellos Real Dispatch,,Active Learning
, Commercial vehicle operations CVO software Office suite software ,,Persuasion
, Microsoft Office Presentation software ,,Systems Evaluation
, Microsoft PowerPoint Spreadsheet software ,,Instructing
, Microsoft Excel Word processing software ,,Learning Strategies
, Microsoft Word ,,Service Orientation
Flight Attendants,,Customer and Personal Service,Speaking
,,Public Safety and Security,Service Orientation
,,Transportation,Social Perceptiveness
,,English Language,Active Listening
,,Psychology,Coordination
,,Geography,Monitoring
,,Sociology and Anthropology,Critical Thinking
,,,Active Learning
,,,Judgment and Decision Making
,,,Reading Comprehension
Gas Compressor and Gas Pumping Station Operators,Data base user interface and query software ,Production and Processing,Operation Monitoring
, Data entry software Electronic mail software ,Mechanical,Operation and Control
, Microsoft Outlook Facilities management software ,Administration and Management,Critical Thinking
, Computerized maintenance management system CMMS Office suite software ,Public Safety and Security,Active Listening
, Microsoft Office Spreadsheet software ,Chemistry,Equipment Maintenance
, Microsoft Excel Word processing software ,English Language,Monitoring
, Microsoft Word ,Education and Training,Reading Comprehension
,,Mathematics,Troubleshooting
,,Computers and Electronics,Complex Problem Solving
,,Physics,Coordination
,,Engineering and Technology,Judgment and Decision Making
,,Customer and Personal Service,Quality Control Analysis
,,,Repairing
,,,Speaking
,,,Time Management
,,,Writing
Heavy and Tractor-Trailer Truck Drivers,Analytical or scientific software ,,Operation and Control
, Omnitracs Performance Monitoring Data base user interface and query software ,,Operation Monitoring
, ddlsoftware.com drivers daily log program DDL,,Time Management
, Fog Line Software Truckn Pro,,Critical Thinking
, TruckersHelper Electronic mail software ,,Monitoring
, Microsoft Outlook Enterprise resource planning ERP software   ,,Reading Comprehension
, SAP Inventory management software ,,Speaking
, Computerized inventory tracking software Materials requirements planning logistics and supply chain software ,,Troubleshooting
, PeopleNet Office suite software ,,
, Microsoft Office Operating system software ,,
, Microsoft Windows Route navigation software ,,
, ALK Technologies PC*Miler,,
, MarcoSoft Quo Vadis Spreadsheet software ,,
, Microsoft Excel Time accounting software ,,
, ADP ezLaborManager Word processing software ,,
, Microsoft Word ,,
Industrial Truck and Tractor Operators,Computer aided design CAD software   ,,
, Autodesk AutoCAD Enterprise resource planning ERP software   ,,
, SAP Inventory management software ,,
, Argos Software ABECAS Insight WMS,,
, ATMS StockTrack PLUS,,
, Motek Priya,,
, RedPrairie DLx Warehouse  (see all 7 examples)Materials requirements planning logistics and supply chain software ,,
, SSA Global Supply Chain Management,,
, Symphony GOLD Office suite software ,,
, Microsoft Office Spreadsheet software ,,
, Microsoft Excel ,,
"Laborers and Freight, Stock, and Material Movers, Hand",Computer aided design CAD software   ,,
, Autodesk AutoCAD Data base user interface and query software ,,
, Data entry software  ,,
, Oracle Desktop publishing software ,,
, Microsoft Publisher Enterprise resource planning ERP software   ,,
, SAP Industrial control software ,,
, Machine control software Inventory management software ,,
, Inventory tracking software Office suite software ,,
, Microsoft Office Operating system software ,,
, Handheld computer device software Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Light Truck or Delivery Services Drivers,Communications server software ,,Operation and Control
, IBM Domino Data base user interface and query software ,,Active Listening
, Recordkeeping software Industrial control software ,,Speaking
, FreightDATA,,Monitoring
, Package location and tracking software,,Reading Comprehension
, Vehicle location and tracking software Internet browser softwareInventory management software ,,Time Management
, Computerized inventory tracking software Office suite software ,,
, Microsoft Office Operating system software ,,
, Microsoft Windows Route navigation software ,,
, Automatic routing software Spreadsheet software ,,
