job_position,technology_skills,knowledge,skills
, Microsoft Excel Web platform development software ,,Systems Evaluation
, JavaScript Word processing software ,,
, Collaborative editing software,,
, Google Docs,,
, Microsoft Word ,,
"Home Economics Teachers, Postsecondary",Calendar and scheduling softwareComputer based training software ,English Language,Speaking
, Blackboard Learn,Education and Training,Active Listening
, Desire2Learn,Sociology and Anthropology,Instructing
, Learning management system LMS,Psychology,Reading Comprehension
, Sakai CLE  (see all 5 examples)Data base user interface and query software ,Computers and Electronics,Critical Thinking
, Data entry software Electronic mail software ,Administration and Management,Learning Strategies
, Email software,Communications and Media,Writing
, Microsoft Outlook Information retrieval or search software ,Clerical,Active Learning
, DOC Cop,Customer and Personal Service,Monitoring
, iParadigms Turnitin Internet browser software ,Mathematics,Complex Problem Solving
, Web browser software Office suite software ,Personnel and Human Resources,Judgment and Decision Making
, Microsoft Office Optical character reader OCR or scanning software ,Therapy and Counseling,Time Management
, Image scanning software Presentation software ,,Coordination
, Microsoft PowerPoint Spreadsheet software ,,Service Orientation
, Microsoft Excel Web page creation and editing software ,,Social Perceptiveness
, Social computing tools Word processing software ,,Systems Analysis
, Collaborative editing software,,Systems Evaluation
, Google Docs,,Persuasion
, Microsoft Word ,,
"Kindergarten Teachers, Except Special Education",Computer based training software ,Education and Training,Instructing
, Children's educational software Electronic mail software ,English Language,Social Perceptiveness
, Microsoft Outlook Office suite software ,Psychology,Active Listening
, Microsoft Office Presentation software ,Mathematics,Learning Strategies
, Microsoft PowerPoint Spreadsheet software ,Customer and Personal Service,Monitoring
, Microsoft Excel Word processing software ,Public Safety and Security,Speaking
, Microsoft Word ,Sociology and Anthropology,Coordination
,,Clerical,Reading Comprehension
,,Computers and Electronics,Time Management
,,Therapy and Counseling,Service Orientation
,,Geography,Judgment and Decision Making
,,,Complex Problem Solving
,,,Active Learning
,,,Critical Thinking
,,,Persuasion
,,,Writing
,,,Negotiation
,,,Management of Personnel Resources
,,,Systems Evaluation
"Law Teachers, Postsecondary",Calendar and scheduling softwareComputer based training software ,,Speaking
, Blackboard Learn,,Reading Comprehension
, Learning management system LMS,,Active Listening
, Panopto,,Instructing
, Piazza  (see all 9 examples)Data base user interface and query software ,,Learning Strategies
, Data entry software  ,,Active Learning
, LexisNexis CaseMap Desktop publishing software ,,Critical Thinking
, Microsoft Publisher Document management software ,,Writing
, CT Summation iBlaze,,Complex Problem Solving
, LexisNexis HotDocs Electronic mail software ,,Judgment and Decision Making
, Email software,,Monitoring
, Microsoft Outlook Graphics or photo imaging software ,,Coordination
, ACD Systems Canvas Information retrieval or search software ,,Persuasion
, DOC Cop,,Negotiation
, iParadigms Turnitin,,Social Perceptiveness
, LexisNexis,,Systems Analysis
, Thomson West Westlaw Internet browser software ,,Systems Evaluation
, Web browser software Legal management software ,,Time Management
, Collateral Consequences Calculator,,
, Thomson Reuters WestlawNext Litigator Office suite software ,,
, Microsoft Office Optical character reader OCR or scanning software ,,
, Image scanning software Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Web page creation and editing software ,,
, Center for Computer-Assisted Legal Instruction CALI Classcaster Word processing software ,,
, Collaborative editing software,,
, Google Docs,,
, Microsoft Word ,,
"Library Science Teachers, Postsecondary",Calendar and scheduling softwareComputer based training software ,Education and Training,Instructing
, Blackboard Learn,English Language,Reading Comprehension
, Desire2Learn,Computers and Electronics,Speaking
, Learning management system LMS,Communications and Media,Active Listening
, Sakai CLE  (see all 5 examples)Data base management system software ,Customer and Personal Service,Critical Thinking
, Database management system software Data base user interface and query software ,Psychology,Writing
, Association for Computing Machinery Digital Library,,Active Learning
, Data entry software  ,,Learning Strategies
, MySQL  ,,Monitoring
, Structured query language SQL  (see all 5 examples)Electronic mail software ,,Complex Problem Solving
, Email software,,Judgment and Decision Making
, Microsoft Outlook Enterprise application integration software ,,Social Perceptiveness
, Extensible markup language XML Information retrieval or search software ,,Coordination
, DOC Cop,,Systems Evaluation
, iParadigms Turnitin,,Systems Analysis
, LexisNexis Internet browser software ,,Time Management
, Web browser software Library software ,,Management of Personnel Resources
, EBSCO Information Services Academic Search Premier,,Service Orientation
, EBSCO Information Services Library Literature and Information Science Index,,
, Thomson Reuters Web of Science,,
, Ulrichsweb  (see all 15 examples)Office suite software ,,
, Microsoft Office Optical character reader OCR or scanning software ,,
, Image scanning software Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Video conferencing software ,,
, Web conferencing software Web page creation and editing software ,,
, Social networking platforms Web platform development software ,,
, Extensible stylesheet language transformations XSLT,,
, JavaScript  ,,
, PHP: Hypertext preprocessor Word processing software ,,
, Collaborative editing software,,
, Google Docs,,
, Microsoft Word ,,
"Mathematical Science Teachers, Postsecondary",Analytical or scientific software ,,Mathematics
, SAS Calendar and scheduling softwareComputer based training software ,,Critical Thinking
, Blackboard Learn,,Instructing
, Learning management system LMS,,Reading Comprehension
, Moodle,,Speaking
, Sakai CLE  (see all 6 examples)Data base user interface and query software ,,Writing
, Blackboard  ,,Active Listening
, Data entry software  ,,Learning Strategies
, Microsoft Access  ,,Active Learning
, Structured query language SQL Development environment software ,,Complex Problem Solving
, Microsoft Visual Basic  ,,Monitoring
, Microsoft Visual Basic for Applications VBA Electronic mail software ,,Judgment and Decision Making
, Email software,,Time Management
, Microsoft Outlook Information retrieval or search software ,,Coordination
, DOC Cop,,Social Perceptiveness
, iParadigms Turnitin Internet browser software ,,Systems Evaluation
, Web browser software Office suite software ,,
, Microsoft Office Optical character reader OCR or scanning software ,,
, Image scanning software Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Collaborative editing software,,
, Google Docs,,
, Microsoft Word ,,
"Middle School Teachers, Except Special and Career/Technical Education",Computer based training software ,Education and Training,Instructing
, Children's educational software Data base user interface and query software ,English Language,Speaking
, Blackboard Electronic mail software ,Customer and Personal Service,Active Listening
, Email software,Psychology,Learning Strategies
, Microsoft Outlook Internet browser software ,Computers and Electronics,Reading Comprehension
, Web browser software Office suite software ,Mathematics,Social Perceptiveness
, Microsoft Office Presentation software ,Administration and Management,Writing
, Microsoft PowerPoint Project management software ,Clerical,Monitoring
, Microsoft SharePoint Spreadsheet software ,Sociology and Anthropology,Time Management
, Microsoft Excel Video creation and editing software ,History and Archeology,Active Learning
, Apple Final Cut Pro  ,Public Safety and Security,Complex Problem Solving
, Video editing software Web page creation and editing software ,,Coordination
, Facebook Word processing software ,,Critical Thinking
, Microsoft Word ,,Judgment and Decision Making
,,,Service Orientation
,,,Negotiation
,,,Persuasion
,,,Management of Personnel Resources
,,,Mathematics
,,,Systems Analysis
,,,Systems Evaluation
"Nursing Instructors and Teachers, Postsecondary",Calendar and scheduling softwareComputer based training software ,Education and Training,Speaking
, Blackboard Learn,English Language,Instructing
, Learning management system LMS,Medicine and Dentistry,Active Learning
, Moodle,Psychology,Active Listening
, Sakai CLE  (see all 6 examples)Data base user interface and query software ,Customer and Personal Service,Critical Thinking
, Blackboard  ,Biology,Learning Strategies
, Data entry software Electronic mail software ,Therapy and Counseling,Reading Comprehension
, Email software,Sociology and Anthropology,Writing
, Microsoft Outlook Information retrieval or search software ,Mathematics,Monitoring
, DOC Cop,Administration and Management,Coordination
, iParadigms Turnitin Internet browser software ,Communications and Media,Judgment and Decision Making
, Web browser software Medical software ,Computers and Electronics,Complex Problem Solving
, MEDITECH software Multi-media educational software ,Chemistry,Social Perceptiveness
, Interactive learning software Office suite software ,Philosophy and Theology,Time Management
, Microsoft Office Optical character reader OCR or scanning software ,Clerical,Persuasion
, Image scanning software Presentation software ,Public Safety and Security,Science
, Microsoft PowerPoint  ,,Service Orientation
, Presentation graphics software Spreadsheet software ,,Systems Analysis
, Microsoft Excel Web page creation and editing software ,,Systems Evaluation
, Adobe Systems Macromedia Shockwave Player Word processing software ,,Management of Personnel Resources
, Collaborative editing software,,
, Google Docs,,
, Microsoft Word ,,
"Philosophy and Religion Teachers, Postsecondary",Analytical or scientific software ,English Language,Instructing
, Gateway to Logic Calendar and scheduling softwareComputer based training software ,Education and Training,Active Listening
, Blackboard Learn,Philosophy and Theology,Critical Thinking
, Learning management system LMS,Computers and Electronics,Reading Comprehension
, Moodle,Communications and Media,Speaking
, Sakai CLE  (see all 6 examples)Data base user interface and query software ,Foreign Language,Writing
, Data entry software  ,History and Archeology,Learning Strategies
, InteLext Past Masters,Personnel and Human Resources,Active Learning
, Philosopher's Information Center The Philosopher's Index Dictionary software ,Administration and Management,Complex Problem Solving
, University of California Thesaurus Linguae Graecae TLG Electronic mail software ,,Judgment and Decision Making
, Email software,,Monitoring
, Microsoft Outlook Information retrieval or search software ,,Social Perceptiveness
, DOC Cop,,Time Management
, iParadigms Turnitin Internet browser software ,,Service Orientation
, Web browser software Office suite software ,,Systems Analysis
, Microsoft Office Optical character reader OCR or scanning software ,,Systems Evaluation
, Image scanning software Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Collaborative editing software,,
, Google Docs,,
, Microsoft Word ,,
"Physics Teachers, Postsecondary",Analytical or scientific software ,Mathematics,Speaking
, Gravitation software,Physics,Reading Comprehension
, The MathWorks MATLAB  ,English Language,Active Learning
, VASP Data Viewer,Education and Training,Instructing
, Wolfram Research Mathematica  (see all 11 examples)Calendar and scheduling softwareComputer aided design CAD software   ,Computers and Electronics,Writing
, Autodesk AutoCAD  ,Engineering and Technology,Active Listening
, Mathsoft Mathcad Computer based training software ,Chemistry,Critical Thinking
, Blackboard Learn,,Learning Strategies
, Desire2Learn,,Science
, Learning management system LMS,,Judgment and Decision Making
, Sakai CLE  (see all 5 examples)Data base user interface and query software ,,Monitoring
, Data entry software Development environment software ,,Complex Problem Solving
, C  ,,Mathematics
, National Instruments LabVIEW  ,,Social Perceptiveness
, plotutils,,Coordination
, PLplot  (see all 9 examples)Electronic mail software ,,Time Management
, Email software,,Management of Personnel Resources
, Microsoft Outlook Graphics or photo imaging software ,,Persuasion
, Visual Molecular Dynamics VMD Information retrieval or search software ,,Service Orientation
, DOC Cop,,Systems Evaluation
, iParadigms Turnitin Internet browser software ,,
, Web browser software Object or component oriented development software ,,
, C++  ,,
, Practical extraction and reporting language Perl Office suite software ,,
, Microsoft Office Optical character reader OCR or scanning software ,,
, Image scanning software Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Collaborative editing software,,
, Google Docs,,
, LaTeX,,
, Microsoft Word ,,
"Political Science Teachers, Postsecondary",Analytical or scientific software ,English Language,Speaking
, Empirisoft MediaLab,Education and Training,Active Learning
, poLCA,Law and Government,Active Listening
, W-NOMINATE,History and Archeology,Critical Thinking
, WinBUGS  (see all 5 examples)Calendar and scheduling softwareComputer based training software ,Philosophy and Theology,Instructing
, Blackboard Learn,Communications and Media,Reading Comprehension
, Desire2Learn,Sociology and Anthropology,Writing
, Learning management system LMS,Psychology,Learning Strategies
, Sakai CLE  (see all 5 examples)Data base user interface and query software ,Computers and Electronics,Complex Problem Solving
, Data entry software Data mining software ,Geography,Judgment and Decision Making
, ContextMiner Development environment software ,Customer and Personal Service,Monitoring
, C  ,Administration and Management,Social Perceptiveness
, Formula translation/translator FORTRAN Electronic mail software ,,Time Management
, Email software,,
, Microsoft Outlook Information retrieval or search software ,,
, DOC Cop,,
, iParadigms Turnitin Internet browser software ,,
, Web browser software Object or component oriented development software ,,
, R Office suite software ,,
, Microsoft Office Optical character reader OCR or scanning software ,,
, Image scanning software Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Collaborative editing software,,
, Google Docs,,
, Microsoft Word ,,
"Preschool Teachers, Except Special Education",Computer based training software ,,Speaking
, Children's educational software Data base user interface and query software ,,Learning Strategies
, Data entry software Electronic mail software ,,Instructing
, Email software Office suite software ,,Active Listening
, Microsoft Office Spreadsheet software ,,Coordination
, Microsoft Excel Word processing software ,,Social Perceptiveness
, Microsoft Word ,,Critical Thinking
,,,Monitoring
,,,Reading Comprehension
,,,Service Orientation
,,,Active Learning
,,,Judgment and Decision Making
,,,Time Management
,,,Writing
,,,Complex Problem Solving
,,,Persuasion
"Psychology Teachers, Postsecondary",Analytical or scientific software ,Psychology,Speaking
, PsyScript,English Language,Active Listening
, Qualtrics Research Suite,Education and Training,Critical Thinking
, SAS  ,Therapy and Counseling,Instructing
, The MathWorks MATLAB  (see all 17 examples)Calendar and scheduling softwareComputer based training software ,Sociology and Anthropology,Learning Strategies
, Blackboard Learn,Mathematics,Reading Comprehension
, ePsych,Computers and Electronics,Writing
, Moodle,Philosophy and Theology,Active Learning
, PsychSim  (see all 9 examples)Data base user interface and query software ,,Judgment and Decision Making
, Blackboard  ,,Social Perceptiveness
, Data entry software Electronic mail software ,,Complex Problem Solving
, Email software,,Monitoring
, Microsoft Outlook Graphics or photo imaging software ,,Science
, XNAT Information retrieval or search software ,,Systems Analysis
, DOC Cop,,Systems Evaluation
, iParadigms Turnitin Internet browser software ,,Time Management
, Web browser software Medical software ,,Coordination
, Biomedical Imaging Resource Analyze Object or component oriented development software ,,Service Orientation
, R Office suite software ,,
, Microsoft Office Optical character reader OCR or scanning software ,,
, Image scanning software Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Sona Systems Experiment Management System Spreadsheet software ,,
, Microsoft Excel Web page creation and editing software ,,
, SurveyWiz Word processing software ,,
, Collaborative editing software,,
, Google Docs,,
, Microsoft Word ,,
"Recreation and Fitness Studies Teachers, Postsecondary",Calendar and scheduling softwareComputer based training software ,Education and Training,Instructing
, Blackboard Learn,English Language,Speaking
, Learning management system LMS,Psychology,Learning Strategies
, Sakai CLE,Customer and Personal Service,Reading Comprehension
, Softworks Global PESoftOne  (see all 6 examples)Data base user interface and query software ,Medicine and Dentistry,Active Listening
, Data entry software  ,Therapy and Counseling,Writing
, Student record software Electronic mail software ,Biology,Complex Problem Solving
, Email software,Communications and Media,Critical Thinking
, Microsoft Outlook Information retrieval or search software ,,Monitoring
, DOC Cop,,Time Management
, iParadigms Turnitin Internet browser software ,,Judgment and Decision Making
, Web browser software Office suite software ,,Active Learning
, Microsoft Office Optical character reader OCR or scanning software ,,Social Perceptiveness
, Image scanning software Presentation software ,,Systems Analysis
, Microsoft PowerPoint Spreadsheet software ,,Coordination
, Microsoft Excel Video creation and editing software ,,Service Orientation
, Dartfish Word processing software ,,Systems Evaluation
, Collaborative editing software,,
, Google Docs,,
, Microsoft Word ,,
"Secondary School Teachers, Except Special and Career/Technical Education",Computer based training software ,Education and Training,Instructing
, Instructional software Data base user interface and query software ,English Language,Speaking
, Blackboard  ,Psychology,Active Listening
, PowerSchool SIS Development environment software ,Computers and Electronics,Learning Strategies
, ABC programming language,Customer and Personal Service,Reading Comprehension
, Logo Electronic mail software ,Public Safety and Security,Critical Thinking
, Email software Internet browser software ,Mathematics,Monitoring
, Web browser software Office suite software ,Sociology and Anthropology,Social Perceptiveness
, Microsoft Office Presentation software ,,Judgment and Decision Making
, Microsoft PowerPoint Project management software ,,Writing
, Microsoft SharePoint Spreadsheet software ,,Active Learning
, Microsoft Excel Video creation and editing software ,,Complex Problem Solving
, Video editing software Word processing software ,,Coordination
, Microsoft Word ,,Time Management
,,,Negotiation
,,,Service Orientation
,,,Systems Analysis
,,,Systems Evaluation
,,,Persuasion
Self-Enrichment Education Teachers,Computer based training software ,,Speaking
, Educational software Data base user interface and query software ,,Active Listening
, Blackboard  ,,Instructing
, Data entry software  ,,Social Perceptiveness
, Microsoft Access Document management software ,,Learning Strategies
, Adobe Systems Adobe Acrobat Electronic mail software ,,Monitoring
, Email software Graphics or photo imaging software ,,Reading Comprehension
, Adobe Systems Adobe Photoshop  ,,Coordination
, Corel Paint Shop Pro Internet browser software ,,Critical Thinking
, Microsoft Internet Explorer,,Active Learning
, Web browser software Office suite software ,,Judgment and Decision Making
, Microsoft Office Presentation software ,,Service Orientation
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Video creation and editing software ,,
, Microsoft Windows Movie Maker,,
, Video editing software Web page creation and editing software ,,
, Adobe Systems Adobe Dreamweaver Web platform development software ,,
, Hypertext markup language HTML Word processing software ,,
, Microsoft Word ,,
"Social Work Teachers, Postsecondary",Calendar and scheduling softwareComputer based training software ,Education and Training,Instructing
, Blackboard Learn,Psychology,Speaking
, Learning management system LMS,English Language,Reading Comprehension
, Moodle,Therapy and Counseling,Learning Strategies
, Sakai CLE  (see all 6 examples)Data base user interface and query software ,Sociology and Anthropology,Active Listening
, Data entry software Document management software ,Mathematics,Critical Thinking
, Adobe Systems Adobe Acrobat Electronic mail software ,Law and Government,Writing
, Email software,Computers and Electronics,Active Learning
, Microsoft Outlook Information retrieval or search software ,Communications and Media,Monitoring
, DOC Cop,Philosophy and Theology,Complex Problem Solving
, iParadigms Turnitin Internet browser software ,,Judgment and Decision Making
, Web browser software Office suite software ,,Social Perceptiveness
, Microsoft Office Optical character reader OCR or scanning software ,,Coordination
, Image scanning software Presentation software ,,Service Orientation
, Microsoft PowerPoint Spreadsheet software ,,Systems Analysis
, Microsoft Excel Word processing software ,,Systems Evaluation
, Collaborative editing software,,Time Management
, Google Docs,,Management of Personnel Resources
, Microsoft Word ,,Persuasion
"Sociology Teachers, Postsecondary",Analytical or scientific software ,Sociology and Anthropology,Speaking
, Centre for Multilevel Modeling MLwiN,English Language,Reading Comprehension
, SAS  ,Education and Training,Active Listening
, Social network analysis software,Psychology,Instructing
, The MathWorks MATLAB  (see all 9 examples)Calendar and scheduling softwareComputer based training software ,Computers and Electronics,Writing
, Blackboard Learn,Mathematics,Learning Strategies
, Desire2Learn,Philosophy and Theology,Active Learning
, Learning management system LMS,History and Archeology,Critical Thinking
, Sakai CLE  (see all 5 examples)Data base user interface and query software ,Law and Government,Monitoring
, Blackboard  ,Customer and Personal Service,Social Perceptiveness
, Data entry software Electronic mail software ,Administration and Management,Complex Problem Solving
, Email software,Clerical,Judgment and Decision Making
, Microsoft Outlook Information retrieval or search software ,,Time Management
, DOC Cop,,Coordination
, iParadigms Turnitin Internet browser software ,,Management of Personnel Resources
, Web browser software Object or component oriented development software ,,Service Orientation
, R Office suite software ,,
, Microsoft Office Optical character reader OCR or scanning software ,,
, Image scanning software Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Collaborative editing software,,
, Google Docs,,
, Microsoft Word ,,
"Special Education Teachers, Kindergarten and Elementary School",Computer based training software ,Education and Training,Instructing
, Children's educational software,English Language,Social Perceptiveness
, Scientific Learning Fast ForWord Data base user interface and query software ,Psychology,Learning Strategies
, American Sign Language Browser,Clerical,Active Listening
, Individualized Educational Program IEP software Device drivers or system software ,Mathematics,Coordination
, Screen magnification software,Customer and Personal Service,Critical Thinking
, Screen reader software,Public Safety and Security,Reading Comprehension
, Synapse outSPOKEN,Administration and Management,Service Orientation
, The vOICe Learning Edition Electronic mail software ,Computers and Electronics,Speaking
, Email software,Therapy and Counseling,Monitoring
, Microsoft Outlook Graphics or photo imaging software ,Law and Government,Writing
, Drawing software Internet browser software ,Sociology and Anthropology,Active Learning
, Web browser software Office suite software ,,Persuasion
, Microsoft Office Presentation software ,,Time Management
, Microsoft PowerPoint Spreadsheet software ,,Complex Problem Solving
, Microsoft Excel Voice recognition software ,,Judgment and Decision Making
, goQ WordQ,,Negotiation
, Nuance Dragon NaturallySpeaking,,Systems Analysis
, Voice activated software Word processing software ,,
, Microsoft Word ,,
"Special Education Teachers, Middle School",Computer based training software ,Education and Training,Instructing
, Text to speech software Data base user interface and query software ,English Language,Speaking
, Blackboard Device drivers or system software ,Psychology,Active Learning
, Screen magnification software,Customer and Personal Service,Active Listening
, Screen reader software Electronic mail software ,Mathematics,Learning Strategies
, Email software Internet browser software ,Computers and Electronics,Critical Thinking
, Web browser software Office suite software ,Clerical,Reading Comprehension
, Microsoft Office Presentation software ,Therapy and Counseling,Social Perceptiveness
, Microsoft PowerPoint Project management software ,Public Safety and Security,Time Management
, Microsoft SharePoint Spell checkers ,,Coordination
, Hand held spell checkers Spreadsheet software ,,Monitoring
, Microsoft Excel Video creation and editing software ,,Service Orientation
, Video editing software Voice recognition software ,,Writing
, Voice activated software Word processing software ,,Complex Problem Solving
, Microsoft Word ,,Judgment and Decision Making
,,,Negotiation
,,,Persuasion
,,,Management of Personnel Resources
"Special Education Teachers, Preschool",Computer based training software ,,
, Children's educational software Data base user interface and query software ,,
, American Sign Language Browser Device drivers or system software ,,
, Screen magnification software,,
, Screen reader software Electronic mail software ,,
, Email software Graphics or photo imaging software ,,
, Drawing software Internet browser software ,,
, Web browser software Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
"Special Education Teachers, Secondary School",Computer based training software ,English Language,Learning Strategies
, Text to speech software Device drivers or system software ,Education and Training,Active Listening
, Screen magnification software,Computers and Electronics,Instructing
, Screen reader software Electronic mail software ,Mathematics,Reading Comprehension
, Email software Internet browser software ,Customer and Personal Service,Service Orientation
, Web browser software Office suite software ,Psychology,Social Perceptiveness
, Microsoft Office Presentation software ,Administration and Management,Speaking
, Microsoft PowerPoint Project management software ,Clerical,Writing
, Microsoft SharePoint Spell checkers ,Public Safety and Security,Coordination
, Hand held spell checkers Spreadsheet software ,Therapy and Counseling,Monitoring
, Microsoft Excel Video creation and editing software ,Geography,Complex Problem Solving
, Video editing software Voice recognition software ,Sociology and Anthropology,Critical Thinking
, Voice activated software Word processing software ,,Time Management
, Microsoft Word ,,Judgment and Decision Making
,,,Active Learning
,,,Persuasion
,,,Negotiation
Teacher Assistants,Calendar and scheduling software ,,Active Listening
, High School Scheduling and Transcript HSST Computer based training software ,,Speaking
, Children's educational software,,Instructing
, Text to speech software Data base user interface and query software ,,Social Perceptiveness
, Automate the Schools ATS,,Coordination
, Blackboard  ,,Learning Strategies
, Data entry software  ,,Reading Comprehension
, Special Education Student Information System SESIS  (see all 5 examples)Device drivers or system software ,,Active Learning
, Screen magnification software,,Critical Thinking
, Screen reader software Electronic mail software ,,Judgment and Decision Making
, Email software Internet browser software ,,Monitoring
, Web browser software Office suite software ,,Service Orientation
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Spell checkers ,,
, Hand held spell checkers Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Tutors,Calendar and scheduling software ,,Instructing
, Appointment scheduling software Computer based training software ,,Active Listening
, Academic educational software Data base user interface and query software ,,Learning Strategies
, Blackboard  ,,Reading Comprehension
, Database software,,Speaking
, Redrock Software TutorTrac Electronic mail software ,,Active Learning
, Email software Graphics or photo imaging software ,,Critical Thinking
, Adobe Systems Adobe Fireworks Internet browser software ,,Social Perceptiveness
, Web browser software Office suite software ,,Complex Problem Solving
, Microsoft Office Presentation software ,,Monitoring
, Microsoft PowerPoint Spreadsheet software ,,Service Orientation
, Microsoft Excel Web page creation and editing software ,,Writing
, Facebook Word processing software ,,Judgment and Decision Making
, Microsoft Word ,,Time Management
,,,Coordination
,,,Negotiation
,,,Persuasion
"Vocational Education Teachers, Postsecondary",Calendar and scheduling softwareComputer based training software ,Education and Training,Instructing
, Blackboard Learn,Customer and Personal Service,Learning Strategies
, Desire2Learn,English Language,Speaking
, Learning management system LMS,Administration and Management,Active Listening
, Sakai CLE  (see all 5 examples)Data base user interface and query software ,Public Safety and Security,Monitoring
, Blackboard  ,Psychology,Critical Thinking
, Career management systems CMS,,Active Learning
, Data entry software Electronic mail software ,,Reading Comprehension
, Email software,,Writing
, Microsoft Outlook Graphics or photo imaging software ,,Coordination
, Adobe Systems Adobe Fireworks Information retrieval or search software ,,Judgment and Decision Making
, DOC Cop,,Social Perceptiveness
, iParadigms Turnitin Internet browser software ,,Complex Problem Solving
, Web browser software Medical software ,,Service Orientation
, Medical condition coding software  ,,
, Medical procedure coding software Office suite software ,,
, Microsoft Office Optical character reader OCR or scanning software ,,
, Image scanning software Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Collaborative editing software,,
, Google Docs,,
, Microsoft Word ,,
